step,time_s,posX_m,posY_m,posZ_m,velX_mps,velY_mps,velZ_mps,speed_mps,horizSpeed_mps,thrust_N,thrust_kN,mass_kg,fuel_kg,twr,tilt_deg,pitchRate_dps,yawRate_dps,gimbalX_deg,gimbalZ_deg,miss_m,controlMode
1,0.0500,-0.002,1597.257,-0.001,-0.065,-54.731,-0.010,54.731,0.066,578125.3,578.13,39590.10,13990.10,1.490,1.170,0.136,-0.694,-0.208,-1.100,0.003,PID
2,0.1000,-0.006,1594.527,-0.001,-0.093,-54.483,-0.007,54.483,0.093,570442.8,570.44,39580.69,13980.69,1.470,1.130,0.101,-0.866,-0.174,-0.937,0.006,PID
3,0.1500,-0.012,1591.809,-0.001,-0.117,-54.244,-0.005,54.245,0.117,562868.3,562.87,39571.41,13971.40,1.451,1.083,0.072,-1.007,-0.142,-0.784,0.012,PID
4,0.2000,-0.018,1589.103,-0.002,-0.139,-54.015,-0.003,54.015,0.139,555579.3,555.58,39562.24,13962.24,1.433,1.029,0.050,-1.119,-0.117,-0.643,0.018,PID
5,0.2500,-0.026,1586.407,-0.002,-0.158,-53.795,-0.002,53.795,0.158,548560.4,548.56,39553.20,13953.20,1.415,0.971,0.032,-1.206,-0.090,-0.509,0.026,PID
6,0.3000,-0.034,1583.723,-0.002,-0.175,-53.583,0.000,53.583,0.175,541811.5,541.81,39544.27,13944.26,1.398,0.909,0.019,-1.269,-0.067,-0.385,0.034,PID
7,0.3500,-0.043,1581.049,-0.002,-0.189,-53.379,0.001,53.380,0.189,535304.7,535.30,39535.44,13935.44,1.381,0.844,0.009,-1.311,-0.048,-0.272,0.043,PID
8,0.4000,-0.053,1578.385,-0.002,-0.201,-53.184,0.001,53.184,0.201,529054.3,529.05,39526.72,13926.72,1.366,0.778,0.002,-1.335,-0.033,-0.170,0.053,PID
9,0.4500,-0.063,1575.731,-0.002,-0.211,-52.996,0.002,52.996,0.211,523033.1,523.03,39518.11,13918.11,1.350,0.711,-0.002,-1.342,-0.019,-0.077,0.063,PID
10,0.5000,-0.074,1573.085,-0.001,-0.219,-52.815,0.002,52.815,0.219,517242.8,517.24,39509.59,13909.58,1.336,0.644,-0.004,-1.335,-0.011,0.003,0.074,PID
11,0.5500,-0.085,1570.449,-0.001,-0.225,-52.641,0.003,52.642,0.225,511657.4,511.66,39501.16,13901.16,1.321,0.578,-0.005,-1.316,0.001,0.081,0.085,PID
12,0.6000,-0.096,1567.821,-0.001,-0.230,-52.475,0.003,52.475,0.230,506292.8,506.29,39492.82,13892.82,1.308,0.513,-0.004,-1.286,0.005,0.144,0.096,PID
13,0.6500,-0.108,1565.202,-0.001,-0.234,-52.314,0.003,52.315,0.234,501137.7,501.14,39484.56,13884.56,1.295,0.450,-0.003,-1.247,0.007,0.198,0.108,PID
14,0.7000,-0.120,1562.590,-0.001,-0.236,-52.161,0.003,52.161,0.236,496153.7,496.15,39476.39,13876.39,1.282,0.389,-0.001,-1.200,0.024,0.261,0.120,PID
15,0.7500,-0.131,1559.985,-0.001,-0.236,-52.013,0.003,52.014,0.236,491371.8,491.37,39468.30,13868.30,1.270,0.330,0.002,-1.147,0.019,0.297,0.131,PID
16,0.8000,-0.143,1557.388,-0.001,-0.236,-51.871,0.004,51.872,0.236,486768.2,486.77,39460.29,13860.29,1.259,0.275,0.005,-1.089,0.021,0.334,0.143,PID
17,0.8500,-0.155,1554.798,0.000,-0.235,-51.735,0.004,51.736,0.235,482333.1,482.33,39452.35,13852.35,1.247,0.222,0.008,-1.027,0.019,0.361,0.155,PID
18,0.9000,-0.167,1552.214,0.000,-0.233,-51.604,0.004,51.605,0.233,478070.7,478.07,39444.48,13844.48,1.237,0.174,0.011,-0.962,0.009,0.375,0.167,PID
19,0.9500,-0.178,1549.638,0.000,-0.231,-51.479,0.004,51.479,0.231,473972.0,473.97,39436.68,13836.68,1.226,0.128,0.013,-0.896,0.015,0.400,0.178,PID
20,1.0000,-0.190,1547.067,0.000,-0.227,-51.358,0.004,51.359,0.227,470014.5,470.01,39428.95,13828.94,1.216,0.086,0.015,-0.828,0.017,0.417,0.190,PID
21,1.0500,-0.201,1544.502,0.000,-0.224,-51.243,0.004,51.243,0.224,466203.8,466.20,39421.27,13821.27,1.207,0.048,0.016,-0.761,0.009,0.419,0.201,PID
22,1.1000,-0.212,1541.943,0.001,-0.220,-51.132,0.004,51.132,0.220,462545.4,462.55,39413.66,13813.66,1.197,0.028,0.015,-0.696,-0.059,0.357,0.212,PID
23,1.1500,-0.223,1539.389,0.001,-0.215,-51.025,0.005,51.026,0.215,459004.5,459.00,39406.11,13806.11,1.188,0.040,0.004,-0.621,-0.056,0.363,0.223,PID
24,1.2000,-0.234,1536.840,0.001,-0.210,-50.923,0.007,50.924,0.210,455627.6,455.63,39398.62,13798.62,1.180,0.063,-0.010,-0.557,-0.120,0.435,0.234,PID
