step,time_s,posX_m,posY_m,posZ_m,velX_mps,velY_mps,velZ_mps,speed_mps,horizSpeed_mps,thrust_N,thrust_kN,mass_kg,fuel_kg,twr,tilt_deg,pitchRate_dps,yawRate_dps,gimbalX_deg,gimbalZ_deg,miss_m,controlMode
1,0.0500,0.654,1397.603,0.405,13.071,-47.893,8.096,50.301,15.375,463334.7,463.33,39592.39,13992.39,1.194,0.399,0.000,-0.028,-0.112,-0.238,0.769,Fuzzy
2,0.1000,1.307,1395.211,0.810,13.063,-47.788,8.095,50.199,15.368,462043.7,462.04,39584.81,13984.81,1.191,0.397,0.000,-0.054,0.112,-0.237,1.538,Fuzzy
3,0.1500,1.960,1392.824,1.214,13.055,-47.685,8.095,50.098,15.361,460772.1,460.77,39577.25,13977.25,1.188,0.394,0.000,-0.080,-0.111,-0.235,2.306,Fuzzy
4,0.2000,2.613,1390.442,1.619,13.048,-47.583,8.094,49.999,15.354,459519.7,459.52,39569.70,13969.70,1.185,0.389,0.000,-0.105,0.109,-0.232,3.074,Fuzzy
5,0.2500,3.265,1388.066,2.024,13.040,-47.482,8.093,49.901,15.348,458285.9,458.29,39562.18,13962.18,1.182,0.383,0.000,-0.130,-0.108,-0.229,3.841,Fuzzy
6,0.3000,3.917,1385.694,2.428,13.033,-47.383,8.092,49.805,15.341,457070.8,457.07,39554.68,13954.68,1.179,0.376,0.000,-0.153,0.106,-0.224,4.608,Fuzzy
7,0.3500,4.568,1383.327,2.833,13.026,-47.286,8.092,49.710,15.335,455873.7,455.87,39547.20,13947.20,1.176,0.367,0.000,-0.174,-0.104,-0.220,5.375,Fuzzy
8,0.4000,5.219,1380.966,3.238,13.019,-47.190,8.091,49.617,15.328,454694.6,454.69,39539.73,13939.73,1.173,0.358,0.000,-0.195,0.101,-0.214,6.142,Fuzzy
9,0.4500,5.870,1378.608,3.642,13.012,-47.095,8.090,49.525,15.322,453533.1,453.53,39532.29,13932.29,1.170,0.348,0.000,-0.215,-0.098,-0.208,6.908,Fuzzy
10,0.5000,6.520,1376.256,4.047,13.006,-47.002,8.090,49.434,15.316,452388.9,452.39,39524.86,13924.86,1.168,0.337,0.000,-0.233,0.095,-0.201,7.674,Fuzzy
