step,time_s,posX_m,posY_m,posZ_m,velX_mps,velY_mps,velZ_mps,speed_mps,horizSpeed_mps,thrust_N,thrust_kN,mass_kg,fuel_kg,twr,tilt_deg,pitchRate_dps,yawRate_dps,gimbalX_deg,gimbalZ_deg,miss_m,controlMode
1,0.0500,-0.219,2495.014,0.234,-4.399,-99.399,4.677,99.606,6.421,845000.0,845.00,39312.49,13712.49,2.194,1.153,1.572,-1.788,-0.106,0.106,0.321,PID
2,0.1000,-0.440,2490.060,0.468,-4.412,-98.773,4.665,98.982,6.421,845000.0,845.00,39298.64,13698.64,2.194,1.037,1.492,-1.708,-0.115,0.115,0.642,PID
3,0.1500,-0.661,2485.137,0.701,-4.423,-98.147,4.655,98.357,6.421,845000.0,845.00,39284.78,13684.78,2.195,0.928,1.404,-1.620,-0.119,0.119,0.963,PID
4,0.2000,-0.882,2480.245,0.933,-4.432,-97.521,4.646,97.733,6.421,845000.0,845.00,39270.92,13670.92,2.196,0.824,1.310,-1.525,-0.142,0.142,1.284,PID
5,0.2500,-1.104,2475.385,1.165,-4.440,-96.896,4.638,97.108,6.421,845000.0,845.00,39257.06,13657.06,2.197,0.727,1.213,-1.427,-0.141,0.141,1.605,PID
6,0.3000,-1.326,2470.556,1.397,-4.446,-96.270,4.632,96.484,6.421,845000.0,845.00,39243.21,13643.21,2.197,0.638,1.116,-1.330,-0.137,0.137,1.926,PID
7,0.3500,-1.548,2465.758,1.629,-4.452,-95.644,4.626,95.860,6.420,845000.0,845.00,39229.35,13629.35,2.198,0.555,1.019,-1.232,-0.148,0.148,2.247,PID
8,0.4000,-1.771,2460.991,1.860,-4.456,-95.019,4.622,95.235,6.420,845000.0,845.00,39215.49,13615.49,2.199,0.478,0.924,-1.137,-0.143,0.143,2.568,PID
9,0.4500,-1.994,2456.256,2.091,-4.459,-94.393,4.618,94.611,6.420,845000.0,845.00,39201.63,13601.63,2.200,0.409,0.833,-1.046,-0.118,0.118,2.889,PID
10,0.5000,-2.217,2451.552,2.322,-4.461,-93.768,4.615,93.988,6.419,844210.6,844.21,39187.78,13587.78,2.198,0.345,0.744,-0.956,-0.120,0.120,3.210,PID
11,0.5500,-2.440,2446.879,2.552,-4.463,-93.152,4.613,93.373,6.419,832867.9,832.87,39174.04,13574.04,2.170,0.288,0.662,-0.874,-0.104,0.104,3.531,PID
12,0.6000,-2.663,2442.237,2.783,-4.464,-92.550,4.611,92.772,6.418,821861.2,821.86,39160.49,13560.49,2.142,0.237,0.584,-0.795,-0.102,0.102,3.852,PID
13,0.6500,-2.886,2437.624,3.013,-4.464,-91.962,4.610,92.185,6.417,811074.1,811.07,39147.11,13547.11,2.114,0.190,0.513,-0.724,-0.079,0.079,4.173,PID
14,0.7000,-3.110,2433.040,3.244,-4.464,-91.388,4.609,91.612,6.416,800500.1,800.50,39133.91,13533.91,2.087,0.148,0.444,-0.654,-0.088,0.088,4.494,PID
15,0.7500,-3.333,2428.485,3.474,-4.463,-90.827,4.608,91.053,6.415,789114.8,789.11,39120.89,13520.89,2.058,0.110,0.385,-0.595,-0.080,0.080,4.814,PID
16,0.8000,-3.556,2423.957,3.705,-4.461,-90.282,4.607,90.510,6.413,776484.6,776.48,39108.06,13508.06,2.026,0.077,0.328,-0.537,-0.046,0.046,5.135,PID
17,0.8500,-3.779,2419.456,3.935,-4.460,-89.754,4.607,89.982,6.412,764228.6,764.23,39095.45,13495.45,1.995,0.048,0.277,-0.486,0.056,-0.056,5.456,PID
18,0.9000,-4.002,2414.982,4.165,-4.458,-89.240,4.607,89.470,6.411,752331.8,752.33,39083.02,13483.02,1.964,0.020,0.211,-0.419,-0.350,0.350,5.776,PID
19,0.9500,-4.225,2410.532,4.396,-4.456,-88.742,4.607,88.973,6.409,740751.4,740.75,39070.80,13470.79,1.935,0.000,0.175,-0.384,0.036,-0.036,6.097,PID
20,1.0000,-4.447,2406.107,4.626,-4.453,-88.259,4.607,88.491,6.407,729637.6,729.64,39058.75,13458.75,1.906,0.020,0.139,-0.347,0.028,-0.028,6.417,PID
21,1.0500,-4.670,2401.707,4.856,-4.451,-87.789,4.606,88.022,6.406,718672.9,718.67,39046.89,13446.89,1.878,0.040,0.112,-0.319,0.022,-0.022,6.738,PID
22,1.1000,-4.893,2397.328,5.087,-4.448,-87.333,4.607,87.568,6.404,708091.1,708.09,39035.20,13435.20,1.851,0.052,0.071,-0.278,-0.172,0.172,7.058,PID
23,1.1500,-5.115,2392.973,5.317,-4.445,-86.891,4.607,87.127,6.402,697851.3,697.85,39023.69,13423.69,1.825,0.066,0.041,-0.248,0.009,-0.009,7.378,PID
24,1.2000,-5.337,2388.639,5.547,-4.442,-86.462,4.606,86.698,6.400,687884.9,687.88,39012.34,13412.34,1.799,0.079,0.014,-0.220,0.004,-0.004,7.698,PID
25,1.2500,-5.559,2384.326,5.778,-4.439,-86.045,4.606,86.282,6.397,678207.2,678.21,39001.15,13401.15,1.775,0.088,-0.017,-0.189,-0.108,0.108,8.018,PID
26,1.3000,-5.781,2380.034,6.008,-4.436,-85.640,4.606,85.879,6.395,668833.2,668.83,38990.11,13390.11,1.751,0.097,-0.041,-0.165,-0.103,0.103,8.338,PID
27,1.3500,-6.003,2375.762,6.238,-4.433,-85.248,4.606,85.487,6.393,659695.8,659.70,38979.23,13379.23,1.727,0.105,-0.059,-0.146,-0.007,0.007,8.657,PID
28,1.4000,-6.224,2371.510,6.469,-4.430,-84.867,4.606,85.107,6.390,650865.9,650.87,38968.49,13368.49,1.704,0.110,-0.083,-0.121,-0.011,0.011,8.977,PID
29,1.4500,-6.446,2367.275,6.699,-4.426,-84.497,4.605,84.738,6.388,642277.1,642.28,38957.90,13357.90,1.682,0.115,-0.103,-0.101,-0.013,0.013,9.296,PID
30,1.5000,-6.667,2363.060,6.929,-4.423,-84.140,4.605,84.382,6.385,639878.0,639.88,38947.44,13347.44,1.677,0.120,-0.123,-0.081,-11.489,0.096,9.616,PID
31,1.5500,-6.888,2358.861,7.159,-4.420,-83.796,4.604,84.039,6.382,632441.7,632.44,38937.09,13337.09,1.658,0.124,-0.140,-0.064,-11.877,0.018,9.935,PID
32,1.6000,-7.109,2354.680,7.389,-4.417,-83.462,4.604,83.706,6.380,616578.3,616.58,38926.87,13326.87,1.616,0.127,-0.156,-0.047,-0.019,0.019,10.254,PID
33,1.6500,-7.330,2350.515,7.619,-4.414,-83.141,4.603,83.385,6.377,617029.4,617.03,38916.76,13316.76,1.618,0.128,-0.168,-0.033,-12.327,0.021,10.572,PID
34,1.7000,-7.550,2346.366,7.849,-4.410,-82.828,4.585,83.072,6.362,604194.6,604.19,38906.77,13306.77,1.585,0.130,0.434,-0.018,12.537,0.022,10.891,PID
35,1.7500,-7.771,2342.232,8.079,-4.407,-82.526,4.602,82.772,6.372,603792.9,603.79,38896.89,13296.89,1.584,0.130,-0.206,-0.008,-12.474,0.023,11.209,PID
36,1.8000,-7.991,2338.113,8.309,-4.404,-82.232,4.601,82.479,6.369,592865.6,592.87,38887.12,13287.12,1.556,0.130,-0.226,0.004,-0.021,0.023,11.528,PID
37,1.8500,-8.211,2334.008,8.538,-4.401,-81.949,4.601,82.196,6.367,587221.8,587.22,38877.45,13277.45,1.541,0.130,-0.236,0.015,-0.021,0.023,11.846,PID
38,1.9000,-8.431,2329.918,8.768,-4.398,-81.675,4.600,81.922,6.364,581001.9,581.00,38867.89,13267.89,1.525,0.128,-0.245,0.026,-0.021,0.024,12.164,PID
39,1.9500,-8.651,2325.841,8.998,-4.395,-81.409,4.583,81.657,6.350,574438.6,574.44,38858.44,13258.44,1.509,0.128,0.331,0.033,12.390,0.024,12.482,PID
40,2.0000,-8.871,2321.777,9.227,-4.393,-81.151,4.598,81.400,6.359,568693.6,568.69,38849.08,13249.08,1.494,0.125,-0.239,0.037,-12.105,-0.053,12.800,PID
41,2.0500,-9.090,2317.725,9.457,-4.390,-80.899,4.597,81.148,6.356,565110.3,565.11,38839.82,13239.83,1.485,0.124,-0.243,0.044,-11.879,0.023,13.117,PID
42,2.1000,-9.310,2313.686,9.686,-4.387,-80.655,4.581,80.904,6.343,555519.6,555.52,38830.66,13230.66,1.460,0.122,0.299,0.051,11.786,0.023,13.435,PID
43,2.1500,-9.529,2309.659,9.916,-4.385,-80.417,4.594,80.668,6.351,551060.8,551.06,38821.59,13221.60,1.449,0.119,-0.226,0.054,-11.412,0.022,13.752,PID
44,2.2000,-9.748,2305.644,10.145,-4.382,-80.185,4.593,80.436,6.348,545306.1,545.31,38812.62,13212.62,1.434,0.115,-0.216,0.056,0.065,-0.060,14.069,PID
45,2.2500,-9.967,2301.640,10.374,-4.380,-79.961,4.578,80.212,6.336,535383.9,535.38,38803.74,13203.74,1.408,0.112,0.273,0.062,10.985,0.021,14.387,PID
46,2.3000,-10.186,2297.648,10.604,-4.377,-79.742,4.590,79.994,6.343,535092.6,535.09,38794.94,13194.94,1.407,0.110,-0.201,0.063,-10.588,0.020,14.704,PID
47,2.3500,-10.405,2293.666,10.833,-4.375,-79.529,4.589,79.781,6.340,529383.6,529.38,38786.23,13186.23,1.393,0.107,-0.189,0.064,-0.012,0.019,15.020,PID
48,2.4000,-10.624,2289.695,11.062,-4.373,-79.322,4.576,79.574,6.329,523709.4,523.71,38777.60,13177.60,1.378,0.103,0.246,0.064,10.030,-0.074,15.337,PID
49,2.4500,-10.842,2285.734,11.291,-4.370,-79.121,4.575,79.373,6.327,516217.0,516.22,38769.06,13169.06,1.359,0.099,0.241,0.067,9.754,0.017,15.654,PID
50,2.5000,-11.061,2281.783,11.520,-4.368,-78.925,4.585,79.179,6.333,515214.0,515.21,38760.59,13160.59,1.356,0.097,-0.160,0.066,-9.312,0.016,15.970,PID
