step,time_s,posX_m,posY_m,posZ_m,velX_mps,velY_mps,velZ_mps,speed_mps,horizSpeed_mps,thrust_N,thrust_kN,mass_kg,fuel_kg,twr,tilt_deg,pitchRate_dps,yawRate_dps,gimbalX_deg,gimbalZ_deg,miss_m,controlMode
1,0.0500,-0.003,2495.007,-0.140,-0.058,-99.736,-2.769,99.774,2.770,557885.3,557.89,38942.41,13342.42,1.462,7.746,-3.269,2.980,-7.250,6.621,0.140,Neural
2,0.1000,-0.006,2490.027,-0.277,-0.069,-99.469,-2.699,99.506,2.700,560370.2,560.37,38933.25,13333.25,1.469,8.030,-6.607,6.033,-7.468,6.851,0.277,Neural
3,0.1500,-0.010,2485.060,-0.410,-0.081,-99.198,-2.628,99.233,2.629,565101.2,565.10,38924.02,13324.02,1.482,8.515,-10.098,9.246,-7.849,7.255,0.410,Neural
4,0.2000,-0.014,2480.107,-0.540,-0.092,-98.919,-2.558,98.952,2.559,572326.9,572.33,38914.70,13314.70,1.501,9.226,-13.838,12.719,-8.412,7.855,0.540,Neural
5,0.2500,-0.019,2475.168,-0.666,-0.103,-98.629,-2.486,98.660,2.488,582363.8,582.36,38905.23,13305.23,1.528,10.195,-17.936,16.569,-9.185,8.682,0.666,Neural
6,0.3000,-0.024,2470.244,-0.788,-0.112,-98.323,-2.414,98.353,2.416,595568.1,595.57,38895.56,13295.56,1.563,11.465,-22.527,20.939,-10.200,9.776,0.789,Neural
7,0.3500,-0.030,2465.336,-0.907,-0.119,-97.999,-2.339,98.027,2.342,612304.4,612.30,38885.65,13285.65,1.607,13.083,-27.772,26.006,-11.496,11.187,0.908,Neural
8,0.4000,-0.036,2460.445,-1.022,-0.123,-97.650,-2.262,97.677,2.266,632897.9,632.90,38875.44,13275.44,1.661,15.109,-33.869,31.992,-13.124,12.981,1.023,Neural
9,0.4500,-0.042,2455.572,-1.133,-0.122,-97.273,-2.182,97.297,2.185,657554.3,657.55,38864.84,13264.84,1.727,17.618,-41.055,39.175,-15.143,15.247,1.134,Neural
10,0.5000,-0.048,2450.718,-1.240,-0.114,-96.861,-2.097,96.883,2.100,686220.4,686.22,38853.81,13253.81,1.802,20.703,-49.613,47.902,-17.632,18.109,1.241,Neural
