step,time_s,posX_m,posY_m,posZ_m,velX_mps,velY_mps,velZ_mps,speed_mps,horizSpeed_mps,thrust_N,thrust_kN,mass_kg,fuel_kg,twr,tilt_deg,pitchRate_dps,yawRate_dps,gimbalX_deg,gimbalZ_deg,miss_m,controlMode
1,0.0500,-0.419,2495.010,-0.232,-8.359,-99.576,-4.579,100.031,9.531,705966.1,705.97,39950.26,14350.26,1.803,6.011,-1.289,1.290,-2.690,2.694,0.479,Fuzzy
2,0.1000,-0.836,2490.042,-0.458,-8.288,-99.155,-4.441,99.600,9.403,705304.2,705.30,39938.69,14338.69,1.802,5.879,-3.057,3.062,-3.480,3.488,0.953,Fuzzy
3,0.1500,-1.248,2485.095,-0.676,-8.209,-98.737,-4.296,99.171,9.265,704652.6,704.65,39927.13,14327.13,1.801,5.633,-5.191,5.202,-4.028,4.041,1.420,Fuzzy
4,0.2000,-1.657,2480.168,-0.887,-8.125,-98.321,-4.146,98.744,9.122,704009.6,704.01,39915.59,14315.59,1.800,5.265,-7.657,7.680,-4.965,4.997,1.879,Fuzzy
5,0.2500,-2.060,2475.263,-1.090,-8.022,-97.912,-3.977,98.321,8.954,703380.9,703.38,39904.05,14304.05,1.799,4.759,-11.026,11.083,-7.133,7.231,2.331,Fuzzy
6,0.3000,-2.461,2470.377,-1.284,-8.042,-97.515,-3.769,97.919,8.882,702775.1,702.78,39892.53,14292.53,1.798,4.096,-16.151,10.223,-11.387,-6.907,2.776,Fuzzy
7,0.3500,-2.865,2465.511,-1.466,-8.128,-97.136,-3.488,97.538,8.844,702197.7,702.20,39881.01,14281.01,1.797,3.170,-24.407,7.243,-18.390,-4.483,3.218,Fuzzy
8,0.4000,-3.273,2460.663,-1.631,-8.188,-96.795,-3.110,97.190,8.759,701676.5,701.68,39869.50,14269.50,1.796,1.895,-36.907,5.325,-25.193,-3.175,3.657,Fuzzy
9,0.4500,-3.684,2455.831,-1.778,-8.240,-96.464,-2.869,96.858,8.725,701178.5,701.18,39858.00,14258.00,1.795,1.537,-45.369,3.907,26.508,-2.595,4.090,Fuzzy
10,0.5000,-4.097,2451.016,-1.931,-8.296,-96.137,-3.274,96.550,8.919,700689.1,700.69,39846.52,14246.51,1.795,2.984,-31.200,2.587,24.703,-2.538,4.529,Fuzzy
11,0.5500,-4.513,2446.218,-2.104,-8.352,-95.786,-3.624,96.218,9.104,700174.3,700.17,39835.03,14235.03,1.794,4.123,-19.910,1.378,16.203,-2.051,4.980,Fuzzy
12,0.6000,-4.932,2441.438,-2.292,-8.404,-95.398,-3.873,95.846,9.253,699609.9,699.61,39823.55,14223.56,1.793,4.872,-12.943,0.372,9.810,-1.663,5.439,Fuzzy
13,0.6500,-5.353,2436.678,-2.490,-8.452,-94.994,-4.060,95.456,9.377,699026.2,699.03,39812.09,14212.09,1.792,5.364,-8.692,-0.520,6.154,-1.859,5.904,Fuzzy
14,0.7000,-5.778,2431.938,-2.697,-8.513,-94.585,-4.216,95.061,9.499,698439.4,698.44,39800.64,14200.64,1.791,5.683,-5.840,-1.856,4.321,-2.828,6.376,Fuzzy
15,0.7500,-6.205,2427.219,-2.912,-8.586,-94.176,-4.360,94.667,9.629,697856.6,697.86,39789.19,14189.19,1.790,5.865,-3.571,-3.711,3.789,-3.703,6.854,Fuzzy
