step,time_s,posX_m,posY_m,posZ_m,velX_mps,velY_mps,velZ_mps,speed_mps,horizSpeed_mps,thrust_N,thrust_kN,mass_kg,fuel_kg,twr,tilt_deg,pitchRate_dps,yawRate_dps,gimbalX_deg,gimbalZ_deg,miss_m,controlMode
1,0.0500,-0.028,2495.010,0.024,-0.575,-99.612,0.457,99.615,0.735,649803.2,649.80,38787.79,13187.79,1.710,3.701,0.124,-0.206,0.271,-0.448,0.037,Hybrid
2,0.1000,-0.058,2490.039,0.046,-0.598,-99.225,0.400,99.227,0.719,649122.7,649.12,38777.14,13177.14,1.708,3.685,0.300,-0.495,0.382,-0.624,0.073,Hybrid
3,0.1500,-0.088,2485.087,0.064,-0.622,-98.839,0.341,98.841,0.710,648417.3,648.42,38766.51,13166.51,1.707,3.655,0.545,-0.890,0.528,-0.843,0.109,Hybrid
4,0.2000,-0.120,2480.155,0.080,-0.650,-98.454,0.281,98.457,0.708,647676.3,647.68,38755.88,13155.88,1.705,3.605,0.878,-1.412,0.710,-1.096,0.144,Hybrid
5,0.2500,-0.153,2475.242,0.092,-0.680,-98.071,0.218,98.073,0.715,646887.3,646.89,38745.27,13145.27,1.704,3.530,1.317,-2.075,0.925,-1.371,0.179,Hybrid
6,0.3000,-0.188,2470.348,0.102,-0.713,-97.689,0.153,97.692,0.730,646038.3,646.04,38734.67,13134.67,1.702,3.424,1.877,-2.884,1.163,-1.651,0.214,Hybrid
7,0.3500,-0.224,2465.473,0.108,-0.748,-97.308,0.086,97.311,0.753,645119.2,645.12,38724.09,13124.09,1.700,3.283,2.565,-3.837,1.412,-1.919,0.249,Hybrid
8,0.4000,-0.263,2460.617,0.110,-0.784,-96.929,0.018,96.932,0.784,644126.1,644.13,38713.52,13113.52,1.698,3.105,3.383,-4.923,1.657,-2.163,0.285,Hybrid
9,0.4500,-0.303,2455.780,0.109,-0.819,-96.552,-0.052,96.555,0.820,643067.3,643.07,38702.97,13102.97,1.696,2.895,4.323,-6.125,1.884,-2.374,0.322,Hybrid
10,0.5000,-0.343,2450.962,0.105,-0.790,-96.175,-0.121,96.179,0.799,641945.9,641.95,38692.44,13092.44,1.693,2.662,5.372,-5.129,2.084,2.218,0.359,Hybrid
11,0.5500,-0.382,2446.163,0.097,-0.754,-95.801,-0.189,95.804,0.777,640761.8,640.76,38681.93,13081.93,1.690,2.399,6.532,-4.020,2.397,1.954,0.394,Hybrid
12,0.6000,-0.419,2441.382,0.086,-0.719,-95.428,-0.260,95.431,0.765,639490.7,639.49,38671.43,13071.43,1.688,2.090,7.986,-3.061,3.123,1.670,0.427,Hybrid
13,0.6500,-0.454,2436.620,0.071,-0.687,-95.057,-0.338,95.060,0.766,638106.2,638.11,38660.96,13060.96,1.684,1.724,9.906,-2.260,4.180,1.374,0.459,Hybrid
14,0.7000,-0.487,2431.876,0.052,-0.657,-94.690,-0.428,94.693,0.784,636623.8,636.62,38650.52,13050.52,1.681,1.310,12.532,-1.620,5.853,1.080,0.490,Hybrid
15,0.7500,-0.520,2427.151,0.028,-0.630,-94.327,-0.542,94.331,0.831,635286.6,635.29,38640.09,13040.09,1.678,0.977,16.337,-1.131,8.651,0.818,0.520,Hybrid
16,0.8000,-0.550,2422.443,0.001,-0.606,-93.969,-0.490,93.972,0.779,634965.8,634.97,38629.68,13029.68,1.677,1.141,14.481,-0.755,-7.924,0.656,0.550,Hybrid
17,0.8500,-0.580,2417.754,-0.021,-0.584,-93.605,-0.386,93.608,0.700,635320.6,635.32,38619.27,13019.27,1.679,1.569,11.115,-0.444,-5.283,0.542,0.581,Hybrid
18,0.9000,-0.609,2413.083,-0.038,-0.563,-93.240,-0.303,93.242,0.639,634600.3,634.60,38608.86,13008.86,1.677,1.974,8.786,-0.192,-3.775,0.426,0.610,Hybrid
19,0.9500,-0.636,2408.430,-0.051,-0.543,-92.875,-0.230,92.877,0.589,633614.9,633.61,38598.46,12998.46,1.675,2.317,7.080,0.000,-2.816,0.319,0.638,Hybrid
20,1.0000,-0.663,2403.796,-0.061,-0.523,-92.511,-0.163,92.512,0.548,632506.9,632.51,38588.09,12988.09,1.673,2.602,5.788,0.193,-2.187,0.430,0.666,Hybrid
21,1.0500,-0.689,2399.179,-0.068,-0.501,-92.148,-0.097,92.149,0.511,631292.1,631.29,38577.73,12977.73,1.670,2.835,4.684,0.464,-1.999,0.598,0.692,Hybrid
22,1.1000,-0.713,2394.581,-0.071,-0.477,-91.787,-0.031,91.788,0.478,629974.9,629.97,38567.39,12967.39,1.667,3.018,3.692,0.834,-1.779,0.805,0.717,Hybrid
23,1.1500,-0.736,2390.000,-0.071,-0.450,-91.428,0.034,91.429,0.452,628562.7,628.56,38557.08,12957.08,1.664,3.153,2.825,1.320,-1.538,1.046,0.740,Hybrid
24,1.2000,-0.758,2385.438,-0.068,-0.421,-91.071,0.098,91.072,0.432,627066.1,627.07,38546.79,12946.79,1.660,3.246,2.090,1.936,-1.287,1.311,0.761,Hybrid
25,1.2500,-0.778,2380.893,-0.061,-0.389,-90.716,0.160,90.717,0.421,625499.4,625.50,38536.52,12936.52,1.656,3.303,1.489,2.691,-1.040,1.585,0.781,Hybrid
26,1.3000,-0.797,2376.366,-0.052,-0.356,-90.362,0.219,90.363,0.418,623880.8,623.88,38526.28,12926.28,1.653,3.331,1.012,3.584,-0.813,1.854,0.799,Hybrid
27,1.3500,-0.814,2371.857,-0.039,-0.321,-90.011,0.275,90.012,0.423,622233.0,622.23,38516.07,12916.07,1.649,3.342,0.648,4.607,-0.615,2.107,0.815,Hybrid
