step,time_s,posX_m,posY_m,posZ_m,velX_mps,velY_mps,velZ_mps,speed_mps,horizSpeed_mps,thrust_N,thrust_kN,mass_kg,fuel_kg,twr,tilt_deg,pitchRate_dps,yawRate_dps,gimbalX_deg,gimbalZ_deg,miss_m,controlMode
1,0.0500,0.000,1796.503,0.000,-0.014,-69.888,-0.001,69.888,0.014,458344.1,458.34,39592.47,13992.47,1.181,2.003,0.016,0.093,-0.543,0.673,0.000,Hybrid
2,0.1000,-0.001,1793.011,0.000,-0.027,-69.779,0.000,69.779,0.027,456786.6,456.79,39584.97,13984.97,1.177,2.010,0.000,0.189,0.549,0.700,0.001,Hybrid
3,0.1500,-0.003,1789.525,0.000,-0.040,-69.671,0.000,69.671,0.040,455260.2,455.26,39577.50,13977.50,1.174,2.022,0.000,0.288,-0.551,0.729,0.003,Hybrid
4,0.2000,-0.005,1786.044,0.000,-0.053,-69.565,0.001,69.565,0.053,453764.5,453.76,39570.05,13970.05,1.170,2.039,-0.016,0.390,0.551,0.761,0.005,Hybrid
5,0.2500,-0.008,1782.568,0.000,-0.065,-69.461,-0.003,69.461,0.065,452298.7,452.30,39562.62,13962.62,1.166,2.062,0.048,0.495,-0.549,0.797,0.008,Hybrid
6,0.3000,-0.012,1779.098,0.000,-0.078,-69.359,0.002,69.359,0.078,450862.5,450.86,39555.22,13955.22,1.163,2.089,-0.031,0.604,-0.582,0.836,0.012,Hybrid
7,0.3500,-0.016,1775.632,0.000,-0.090,-69.258,0.001,69.259,0.090,449455.6,449.46,39547.84,13947.84,1.160,2.123,-0.017,0.718,0.571,0.878,0.016,Hybrid
8,0.4000,-0.021,1772.172,0.000,-0.102,-69.160,-0.005,69.160,0.102,448077.5,448.08,39540.48,13940.48,1.156,2.162,0.065,0.836,0.619,0.925,0.021,Hybrid
9,0.4500,-0.026,1768.716,0.000,-0.114,-69.062,0.000,69.063,0.114,446728.0,446.73,39533.15,13933.15,1.153,2.207,0.001,0.960,-0.594,0.975,0.026,Hybrid
10,0.5000,-0.032,1765.266,0.000,-0.127,-68.967,0.006,68.967,0.127,445406.4,445.41,39525.84,13925.84,1.150,2.258,-0.085,1.089,-0.652,1.030,0.032,Hybrid
11,0.5500,-0.039,1761.820,0.000,-0.138,-68.873,0.000,68.873,0.138,444112.5,444.11,39518.55,13918.55,1.147,2.317,-0.001,1.225,0.620,1.090,0.039,Hybrid
12,0.6000,-0.046,1758.378,0.000,-0.150,-68.781,-0.006,68.781,0.150,442846.0,442.85,39511.28,13911.28,1.144,2.382,0.088,1.368,0.683,1.155,0.046,Hybrid
13,0.6500,-0.054,1754.942,0.000,-0.162,-68.690,-0.001,68.690,0.162,441606.3,441.61,39504.03,13904.03,1.141,2.454,0.019,1.518,-0.647,1.225,0.054,Hybrid
14,0.7000,-0.062,1751.509,0.000,-0.174,-68.600,0.005,68.601,0.174,440394.1,440.39,39496.80,13896.80,1.138,2.534,-0.073,1.676,-0.709,1.301,0.062,Hybrid
15,0.7500,-0.071,1748.081,0.000,-0.186,-68.512,0.003,68.513,0.186,439623.4,439.62,39489.59,13889.59,1.136,2.623,-0.038,1.844,0.682,1.384,0.071,Hybrid
16,0.8000,-0.081,1744.658,0.000,-0.198,-68.425,-0.004,68.425,0.198,439354.2,439.35,39482.38,13882.38,1.135,2.720,0.058,2.021,0.744,1.473,0.081,Hybrid
