step,time_s,posX_m,posY_m,posZ_m,velX_mps,velY_mps,velZ_mps,speed_mps,horizSpeed_mps,thrust_N,thrust_kN,mass_kg,fuel_kg,twr,tilt_deg,pitchRate_dps,yawRate_dps,gimbalX_deg,gimbalZ_deg,miss_m,controlMode
1,0.0500,0.176,1796.414,0.024,3.486,-71.430,0.584,71.517,3.535,845000.0,845.00,39368.96,13768.96,2.190,6.988,-1.333,-0.634,-4.814,-1.379,0.177,PID
2,0.1000,0.349,1792.857,0.058,3.444,-70.844,0.791,70.932,3.534,845000.0,845.00,39355.10,13755.10,2.191,6.891,-2.199,-0.862,-3.768,-0.966,0.354,PID
3,0.1500,0.520,1789.330,0.102,3.410,-70.255,0.978,70.344,3.547,845000.0,845.00,39341.24,13741.24,2.191,6.757,-2.849,-1.009,-2.930,-0.654,0.530,PID
4,0.2000,0.690,1785.832,0.156,3.381,-69.663,1.148,69.754,3.571,845000.0,845.00,39327.38,13727.38,2.192,6.594,-3.326,-1.097,-2.260,-0.422,0.707,PID
5,0.2500,0.858,1782.363,0.217,3.357,-69.068,1.305,69.162,3.602,845000.0,845.00,39313.53,13713.53,2.193,6.412,-3.667,-1.141,-1.723,-0.249,0.885,PID
6,0.3000,1.026,1778.925,0.286,3.337,-68.472,1.450,68.568,3.638,845000.0,845.00,39299.67,13699.67,2.194,6.215,-3.900,-1.153,-1.296,-0.122,1.065,PID
7,0.3500,1.192,1775.516,0.362,3.320,-67.874,1.583,67.973,3.678,845000.0,845.00,39285.81,13685.81,2.195,6.010,-4.047,-1.142,-0.956,-0.031,1.246,PID
8,0.4000,1.358,1772.138,0.444,3.305,-67.275,1.708,67.378,3.720,845000.0,845.00,39271.95,13671.96,2.195,5.799,-4.126,-1.115,-0.686,0.034,1.428,PID
9,0.4500,1.523,1768.789,0.532,3.292,-66.675,1.824,66.781,3.763,845000.0,845.00,39258.10,13658.10,2.196,5.587,-4.153,-1.077,-0.469,0.080,1.613,PID
10,0.5000,1.687,1765.470,0.626,3.281,-66.074,1.932,66.183,3.807,845000.0,845.00,39244.24,13644.24,2.197,5.374,-4.140,-1.032,-0.301,0.110,1.799,PID
11,0.5500,1.851,1762.182,0.725,3.271,-65.472,2.034,65.586,3.852,845000.0,845.00,39230.38,13630.38,2.198,5.164,-4.095,-0.983,-0.168,0.128,1.988,PID
12,0.6000,2.014,1758.923,0.830,3.262,-64.876,2.130,64.993,3.896,833611.2,833.61,39216.61,13616.61,2.169,4.956,-4.026,-0.932,-0.065,0.138,2.178,PID
13,0.6500,2.177,1755.693,0.938,3.255,-64.298,2.218,64.419,3.939,818740.6,818.74,39203.08,13603.08,2.131,4.754,-3.939,-0.881,0.017,0.144,2.371,PID
14,0.7000,2.339,1752.492,1.051,3.248,-63.739,2.300,63.863,3.980,804300.4,804.30,39189.79,13589.79,2.094,4.556,-3.839,-0.832,0.079,0.145,2.565,PID
15,0.7500,2.502,1749.319,1.168,3.242,-63.197,2.377,63.325,4.020,790339.8,790.34,39176.73,13576.73,2.058,4.364,-3.731,-0.784,0.127,0.144,2.761,PID
16,0.8000,2.664,1746.173,1.289,3.237,-62.672,2.448,62.803,4.058,776804.8,776.80,39163.89,13563.89,2.024,4.177,-3.618,-0.738,0.165,0.141,2.959,PID
17,0.8500,2.825,1743.052,1.413,3.233,-62.164,2.514,62.299,4.095,763693.7,763.69,39151.28,13551.28,1.990,3.997,-3.501,-0.694,0.194,0.138,3.159,PID
18,0.9000,2.987,1739.956,1.540,3.229,-61.672,2.575,61.810,4.130,750760.1,750.76,39138.88,13538.87,1.957,3.823,-3.382,-0.652,0.216,0.133,3.361,PID
19,0.9500,3.148,1736.885,1.670,3.225,-61.197,2.633,61.338,4.163,737072.1,737.07,39126.69,13526.69,1.922,3.655,-3.264,-0.613,0.233,0.129,3.564,PID
20,1.0000,3.309,1733.836,1.803,3.222,-60.738,2.686,60.883,4.195,723839.8,723.84,39114.73,13514.73,1.888,3.493,-3.146,-0.576,0.242,0.121,3.769,PID
21,1.0500,3.471,1730.811,1.939,3.220,-60.297,2.736,60.445,4.225,711088.1,711.09,39102.98,13502.98,1.855,3.337,-3.030,-0.541,0.253,0.118,3.975,PID
22,1.1000,3.631,1727.806,2.077,3.218,-59.871,2.783,60.022,4.254,698791.3,698.79,39091.43,13491.43,1.824,3.188,-2.916,-0.509,0.258,0.112,4.183,PID
23,1.1500,3.792,1724.823,2.217,3.216,-59.460,2.826,59.614,4.281,686941.9,686.94,39080.08,13480.08,1.793,3.043,-2.805,-0.478,0.261,0.107,4.393,PID
24,1.2000,3.953,1721.860,2.360,3.214,-59.064,2.867,59.220,4.307,675532.5,675.53,39068.93,13468.92,1.764,2.905,-2.696,-0.449,0.264,0.103,4.604,PID
25,1.2500,4.114,1718.917,2.504,3.213,-58.682,2.904,58.841,4.331,664522.9,664.52,39057.95,13457.95,1.736,2.772,-2.590,-0.422,0.265,0.099,4.816,PID
