step,time_s,posX_m,posY_m,posZ_m,velX_mps,velY_mps,velZ_mps,speed_mps,horizSpeed_mps,thrust_N,thrust_kN,mass_kg,fuel_kg,twr,tilt_deg,pitchRate_dps,yawRate_dps,gimbalX_deg,gimbalZ_deg,miss_m,controlMode
1,0.0500,-0.173,2495.010,0.202,-3.545,-99.615,3.969,99.757,5.322,666083.9,666.08,38801.69,13201.69,1.752,10.104,1.534,-1.589,3.242,-3.356,0.266,Hybrid
2,0.1000,-0.355,2490.038,0.397,-3.718,-99.236,3.823,99.379,5.333,665071.6,665.07,38790.78,13190.78,1.750,9.917,3.550,-3.674,4.016,-4.149,0.532,Hybrid
3,0.1500,-0.545,2485.086,0.584,-3.897,-98.860,3.671,99.005,5.354,663724.3,663.72,38779.89,13179.89,1.747,9.573,5.885,-6.084,4.474,-4.613,0.799,Hybrid
4,0.2000,-0.745,2480.152,0.764,-4.083,-98.490,3.514,98.637,5.387,661991.6,661.99,38769.02,13169.02,1.743,9.050,8.602,-8.939,5.636,-5.957,1.067,Hybrid
5,0.2500,-0.954,2475.237,0.935,-4.288,-98.130,3.339,98.280,5.435,659779.3,659.78,38758.19,13158.19,1.737,8.298,12.196,-12.784,7.748,-8.370,1.336,Hybrid
6,0.3000,-1.174,2470.339,1.097,-4.528,-97.791,3.134,97.946,5.507,656909.8,656.91,38747.40,13147.40,1.730,7.229,17.267,-18.315,11.152,-12.203,1.607,Hybrid
7,0.3500,-1.407,2465.457,1.248,-4.813,-97.483,2.893,97.645,5.616,653121.0,653.12,38736.66,13136.66,1.721,5.718,24.210,-26.087,15.654,-17.693,1.881,Hybrid
8,0.4000,-1.656,2460.590,1.386,-5.150,-97.219,2.607,97.390,5.773,648116.4,648.12,38726.00,13126.00,1.708,3.616,33.424,-36.520,20.538,-22.507,2.159,Hybrid
9,0.4500,-1.922,2455.735,1.509,-5.492,-96.969,2.371,97.154,5.981,642071.1,642.07,38715.42,13115.42,1.692,1.119,41.631,-47.965,-22.216,-23.935,2.444,Hybrid
10,0.5000,-2.201,2450.893,1.635,-5.488,-96.714,2.663,96.906,6.100,643919.5,643.92,38704.90,13104.90,1.698,2.548,31.329,-47.827,-20.436,23.750,2.742,Hybrid
11,0.5500,-2.467,2446.064,1.775,-5.138,-96.455,2.935,96.636,5.917,648952.1,648.95,38694.30,13094.30,1.712,4.901,22.549,-36.116,-15.238,22.405,3.039,Hybrid
12,0.6000,-2.715,2441.248,1.927,-4.789,-96.172,3.157,96.343,5.736,652591.8,652.59,38683.62,13083.62,1.722,6.648,16.173,-25.371,-10.819,18.384,3.329,Hybrid
13,0.6500,-2.947,2436.447,2.090,-4.496,-95.853,3.348,96.017,5.605,654956.9,654.96,38672.90,13072.90,1.728,7.875,11.478,-17.407,-7.514,12.566,3.613,Hybrid
14,0.7000,-3.165,2431.663,2.262,-4.253,-95.508,3.513,95.667,5.516,656393.3,656.39,38662.15,13062.15,1.733,8.726,8.108,-11.866,-5.466,8.466,3.890,Hybrid
