step,time_s,posX_m,posY_m,posZ_m,velX_mps,velY_mps,velZ_mps,speed_mps,horizSpeed_mps,thrust_N,thrust_kN,mass_kg,fuel_kg,twr,tilt_deg,pitchRate_dps,yawRate_dps,gimbalX_deg,gimbalZ_deg,miss_m,controlMode
1,0.0500,0.307,2495.006,0.145,6.138,-99.750,2.882,99.981,6.780,550900.4,550.90,39412.18,13812.18,1.426,6.278,2.625,2.354,5.955,5.351,0.339,Neural
2,0.1000,0.614,2490.024,0.288,6.143,-99.499,2.858,99.729,6.775,553473.2,553.47,39403.13,13803.13,1.433,6.551,5.316,4.777,6.163,5.571,0.678,Neural
3,0.1500,0.921,2485.056,0.430,6.149,-99.242,2.834,99.473,6.771,558153.8,558.15,39394.01,13794.01,1.446,7.009,8.148,7.348,6.522,5.950,1.017,Neural
4,0.2000,1.229,2480.101,0.572,6.157,-98.978,2.809,99.210,6.767,565076.8,565.08,39384.80,13784.80,1.464,7.666,11.205,10.153,7.043,6.501,1.355,Neural
5,0.2500,1.537,2475.158,0.711,6.166,-98.704,2.783,98.936,6.765,574436.7,574.44,39375.46,13775.46,1.489,8.543,14.578,13.289,7.741,7.243,1.693,Neural
6,0.3000,1.845,2470.230,0.850,6.178,-98.416,2.756,98.649,6.765,586482.4,586.48,39365.94,13765.94,1.520,9.666,18.377,16.870,8.639,8.202,2.032,Neural
7,0.3500,2.155,2465.317,0.987,6.193,-98.111,2.727,98.344,6.767,601507.9,601.51,39356.19,13756.19,1.560,11.071,22.731,21.037,9.766,9.413,2.370,Neural
8,0.4000,2.465,2460.420,1.122,6.213,-97.785,2.696,98.019,6.773,619829.4,619.83,39346.17,13746.17,1.608,12.806,27.797,25.962,11.160,10.926,2.708,Neural
9,0.4500,2.776,2455.539,1.256,6.238,-97.433,2.663,97.669,6.782,641736.1,641.74,39335.81,13735.81,1.665,14.931,33.765,31.859,12.869,12.805,3.047,Neural
10,0.5000,3.089,2450.677,1.389,6.270,-97.052,2.626,97.289,6.798,667401.6,667.40,39325.07,13725.07,1.732,17.519,40.867,39.001,14.956,15.142,3.387,Neural
11,0.5500,3.403,2445.834,1.519,6.312,-96.635,2.586,96.876,6.821,696739.2,696.74,39313.87,13713.87,1.809,20.668,49.379,47.728,17.501,18.061,3.727,Neural
12,0.6000,3.720,2441.014,1.647,6.366,-96.180,2.543,96.424,6.855,729199.1,729.20,39302.16,13702.16,1.893,24.497,59.610,58.464,20.604,21.740,4.068,Neural
13,0.6500,4.040,2436.218,1.773,6.436,-95.683,2.498,95.932,6.904,763556.6,763.56,39289.89,13689.89,1.983,29.153,71.875,71.718,24.393,26.423,4.412,Neural
14,0.7000,4.364,2431.447,1.897,6.525,-95.144,2.455,95.399,6.971,797814.4,797.81,39277.06,13677.06,2.073,34.814,86.373,87.973,28.000,31.056,4.759,Neural
15,0.7500,4.692,2426.704,2.020,6.563,-94.559,2.471,94.818,7.013,829194.9,829.19,39263.70,13663.70,2.155,41.621,101.965,105.652,28.000,31.056,5.108,Neural
16,0.8000,5.019,2421.991,2.146,6.506,-93.957,2.582,94.217,7.000,834357.6,834.36,39250.02,13650.01,2.169,49.623,117.897,123.716,28.000,31.056,5.458,Neural
