time,posX,posY,posZ,velX,velY,velZ,thrust,mass,angleError,fuel
0,050,0,10,2495,01,-0,07,2,08,-99,44,-1,35,845000,0,40315,80,6,76,14715,8
0,100,0,21,2490,06,-0,14,2,14,-98,86,-1,20,845000,0,40301,95,6,55,14701,9
0,150,0,32,2485,13,-0,19,2,18,-98,27,-1,06,845000,0,40288,09,6,28,14688,1
0,200,0,43,2480,23,-0,24,2,22,-97,68,-0,93,845000,0,40274,23,5,98,14674,2
0,250,0,54,2475,36,-0,29,2,25,-97,09,-0,81,845000,0,40260,37,5,65,14660,4
0,300,0,65,2470,52,-0,32,2,27,-96,50,-0,70,845000,0,40246,52,5,31,14646,5
0,350,0,76,2465,71,-0,36,2,22,-95,92,-0,59,845000,0,40232,66,4,97,14632,7
0,400,0,87,2460,93,-0,38,2,21,-95,33,-0,50,845000,0,40218,80,4,63,14618,8
0,450,0,98,2456,18,-0,41,2,20,-94,73,-0,41,845000,0,40204,94,4,29,14604,9
0,500,1,09,2451,46,-0,42,2,18,-94,14,-0,33,845000,0,40191,09,3,96,14591,1
0,550,1,20,2446,76,-0,44,2,16,-93,54,-0,26,845000,0,40177,23,3,66,14577,2
0,600,1,31,2442,10,-0,45,2,14,-92,95,-0,19,845000,0,40163,37,3,39,14563,4
0,650,1,42,2437,47,-0,46,2,11,-92,36,-0,13,834664,6,40149,61,3,15,14549,6
0,700,1,52,2432,87,-0,46,2,07,-91,78,-0,08,824041,4,40136,02,2,96,14536,0
0,750,1,62,2428,29,-0,47,2,02,-91,22,-0,03,812006,8,40122,61,2,82,14522,6
0,800,1,72,2423,74,-0,47,1,97,-90,68,0,02,799299,1,40109,41,2,74,14509,4
0,850,1,82,2419,22,-0,46,1,91,-90,15,0,06,787018,9,40096,42,2,72,14496,4
0,900,1,91,2414,73,-0,46,1,84,-89,63,0,09,775126,2,40083,63,2,78,14483,6
0,950,2,00,2410,26,-0,46,1,77,-89,14,0,05,765349,6,40070,98,2,90,14471,0
1,000,2,09,2405,81,-0,45,1,69,-88,66,0,01,752528,5,40058,56,3,04,14458,6
1,050,2,17,2401,39,-0,46,1,61,-88,19,-0,03,741593,4,40046,32,3,18,14446,3
1,100,2,25,2397,00,-0,46,1,53,-87,73,-0,08,730927,2,40034,26,3,29,14434,3
1,150,2,33,2392,62,-0,46,1,46,-87,29,-0,13,720539,8,40022,38,3,37,14422,4
1,200,2,40,2388,27,-0,47,1,39,-86,86,-0,18,710416,1,40010,65,3,42,14410,7
1,250,2,47,2383,93,-0,48,1,33,-86,44,-0,24,700570,3,39999,09,3,45,14399,1
1,300,2,53,2379,62,-0,49,1,27,-86,03,-0,30,690990,0,39987,70,3,45,14387,7
1,350,2,59,2375,33,-0,51,1,22,-85,64,-0,35,681719,3,39976,45,3,44,14376,5
1,400,2,65,2371,06,-0,53,1,17,-85,25,-0,42,672691,8,39965,36,3,43,14365,4
1,450,2,71,2366,81,-0,55,1,13,-84,88,-0,48,663925,9,39954,41,3,41,14354,4
1,500,2,77,2362,57,-0,58,1,10,-84,52,-0,54,655467,3,39943,60,3,41,14343,6
1,550,2,82,2358,35,-0,61,1,07,-84,17,-0,61,647224,1,39932,93,3,42,14332,9
1,600,2,87,2354,15,-0,64,1,10,-83,83,-0,67,636317,9,39922,36,3,46,14322,4
1,650,2,93,2349,97,-0,67,1,13,-83,50,-0,74,631698,1,39911,94,3,51,14311,9
1,700,2,99,2345,80,-0,71,1,16,-83,18,-0,81,624183,0,39901,65,3,55,14301,7
1,750,3,05,2341,65,-0,75,1,19,-82,87,-0,88,616845,9,39891,48,3,58,14291,5
1,800,3,11,2337,52,-0,80,1,23,-82,56,-0,94,609730,1,39881,44,3,60,14281,4
1,850,3,17,2333,40,-0,85,1,27,-82,27,-1,00,602770,8,39871,50,3,59,14271,5
1,900,3,23,2329,29,-0,90,1,31,-81,98,-1,05,596012,9,39861,68,3,56,14261,7
1,950,3,30,2325,20,-0,95,1,35,-81,70,-1,10,589448,2,39851,97,3,51,14252,0
2,000,3,37,2321,12,-1,01,1,40,-81,43,-1,15,583040,8,39842,37,3,45,14242,4
2,050,3,44,2317,05,-1,07,1,44,-81,17,-1,19,576838,1,39832,87,3,38,14232,9
2,100,3,51,2313,00,-1,13,1,48,-80,91,-1,23,570806,0,39823,46,3,30,14223,5
2,150,3,59,2308,96,-1,19,1,53,-80,67,-1,27,564937,3,39814,16,3,22,14214,2
2,200,3,67,2304,94,-1,26,1,57,-80,42,-1,30,559253,4,39804,95,3,14,14205,0
2,250,3,75,2300,92,-1,32,1,62,-80,19,-1,32,553747,3,39795,84,3,07,14195,8
2,300,3,83,2296,92,-1,39,1,66,-79,96,-1,34,548386,4,39786,80,3,01,14186,8
2,350,3,91,2292,93,-1,46,1,71,-79,74,-1,36,543192,8,39777,86,2,96,14177,9
2,400,4,00,2288,94,-1,52,1,76,-79,53,-1,34,525341,1,39768,97,2,95,14169,0
2,450,4,09,2284,97,-1,59,1,81,-79,32,-1,32,533434,2,39760,19,2,95,14160,2
2,500,4,18,2281,01,-1,66,1,86,-79,12,-1,30,528704,3,39751,48,2,95,14151,5
2,550,4,27,2277,06,-1,72,1,90,-78,93,-1,28,524090,8,39742,86,2,95,14142,9
2,600,4,37,2273,12,-1,78,1,95,-78,74,-1,25,519614,7,39734,30,2,95,14134,3
2,650,4,47,2269,19,-1,84,1,99,-78,55,-1,22,515242,6,39725,82,2,93,14125,8
2,700,4,57,2265,26,-1,90,2,03,-78,37,-1,19,510995,4,39717,41,2,91,14117,4
2,750,4,67,2261,35,-1,96,2,07,-78,20,-1,16,506839,8,39709,08,2,88,14109,1
2,800,4,78,2257,44,-2,02,2,10,-78,03,-1,13,502826,4,39700,80,2,84,14100,8
2,850,4,88,2253,55,-2,08,2,13,-77,86,-1,09,498949,9,39692,59,2,80,14092,6
2,900,4,99,2249,66,-2,13,2,16,-77,70,-1,06,495150,3,39684,45,2,75,14084,5
2,950,5,10,2245,78,-2,18,2,19,-77,55,-1,02,491451,4,39676,37,2,71,14076,4
3,000,5,21,2241,90,-2,23,2,21,-77,39,-0,98,487876,2,39668,34,2,67,14068,3
3,050,5,32,2238,04,-2,28,2,23,-77,25,-0,94,484420,9,39660,38,2,65,14060,4
3,100,5,43,2234,18,-2,33,2,25,-77,11,-0,91,481054,3,39652,46,2,63,14052,5
3,150,5,54,2230,33,-2,37,2,23,-76,97,-0,87,503332,7,39644,56,2,64,14044,6
3,200,5,65,2226,48,-2,41,2,22,-76,84,-0,82,474756,8,39636,77,2,67,14036,8
3,250,5,76,2222,64,-2,45,2,20,-76,71,-0,78,471685,6,39629,02,2,69,14029,0
3,300,5,87,2218,81,-2,49,2,18,-76,58,-0,74,468688,7,39621,31,2,72,14021,3
3,350,5,98,2214,98,-2,53,2,16,-76,46,-0,70,465788,8,39613,66,2,73,14013,7
3,400,6,09,2211,16,-2,56,2,14,-76,34,-0,66,462954,7,39606,05,2,74,14006,1
3,450,6,20,2207,35,-2,59,2,11,-76,22,-0,63,460209,7,39598,48,2,74,13998,5
3,500,6,30,2203,54,-2,62,2,09,-76,11,-0,59,457522,2,39590,96,2,73,13991,0
3,550,6,40,2199,74,-2,65,2,06,-76,00,-0,56,454916,6,39583,48,2,72,13983,5
3,600,6,51,2195,94,-2,68,2,03,-75,89,-0,53,452362,1,39576,05,2,70,13976,1
3,650,6,61,2192,15,-2,71,2,00,-75,79,-0,50,449910,6,39568,66,2,67,13968,7
3,700,6,71,2188,36,-2,73,1,97,-75,69,-0,48,447532,0,39561,30,2,64,13961,3
3,750,6,80,2184,58,-2,75,1,94,-75,59,-0,45,445195,7,39553,98,2,62,13954,0
3,800,6,90,2180,80,-2,78,1,90,-75,50,-0,43,442926,7,39546,71,2,61,13946,7
3,850,6,99,2177,03,-2,80,1,87,-75,41,-0,41,440750,8,39539,46,2,60,13939,5
3,900,7,09,2173,26,-2,82,1,83,-75,32,-0,40,438637,5,39532,26,2,61,13932,3
3,950,7,18,2169,50,-2,84,1,80,-75,24,-0,42,434446,0,39525,06,2,64,13925,1
4,000,7,27,2165,74,-2,86,1,76,-75,15,-0,43,434678,6,39517,92,2,68,13917,9
4,050,7,35,2161,98,-2,88,1,72,-75,07,-0,45,432737,2,39510,81,2,73,13910,8
4,100,7,44,2158,23,-2,90,1,68,-74,99,-0,47,430849,8,39503,73,2,76,13903,7
4,150,7,52,2154,48,-2,93,1,65,-74,91,-0,49,429002,7,39496,69,2,80,13896,7
4,200,7,60,2150,74,-2,95,1,61,-74,84,-0,51,427213,9,39489,67,2,82,13889,7
4,250,7,68,2147,00,-2,98,1,58,-74,77,-0,53,425426,8,39482,68,2,83,13882,7
4,300,7,76,2143,26,-3,01,1,54,-74,70,-0,55,423694,4,39475,73,2,83,13875,7
4,350,7,84,2139,53,-3,03,1,51,-74,63,-0,58,421987,9,39468,79,2,82,13868,8
4,400,7,91,2135,80,-3,06,1,48,-74,56,-0,61,420306,0,39461,89,2,80,13861,9
4,450,7,99,2132,07,-3,09,1,46,-74,50,-0,63,418675,6,39455,02,2,77,13855,0
4,500,8,06,2128,35,-3,13,1,43,-74,44,-0,66,417067,4,39448,17,2,74,13848,2
4,550,8,13,2124,63,-3,16,1,41,-74,37,-0,69,415481,0,39441,34,2,71,13841,3
4,600,8,20,2120,91,-3,20,1,39,-74,32,-0,72,413970,7,39434,55,2,68,13834,6
4,650,8,27,2117,20,-3,23,1,37,-74,26,-0,75,412453,0,39427,77,2,65,13827,8
4,700,8,34,2113,49,-3,27,1,35,-74,20,-0,78,411009,8,39421,03,2,63,13821,0
4,750,8,40,2109,78,-3,31,1,34,-74,15,-0,81,409557,7,39414,30,2,61,13814,3
4,800,8,47,2106,07,-3,35,1,32,-74,10,-0,84,408178,8,39407,60,2,62,13807,6
4,850,8,54,2102,37,-3,39,1,35,-74,05,-0,87,407119,6,39400,89,2,64,13800,9
4,900,8,60,2098,67,-3,44,1,36,-74,01,-0,91,405579,6,39394,23,2,66,13794,2
4,950,8,67,2094,97,-3,49,1,38,-73,96,-0,94,404304,4,39387,60,2,68,13787,6
5,000,8,74,2091,27,-3,53,1,39,-73,91,-0,97,403016,9,39380,98,2,70,13781,0
5,050,8,81,2087,58,-3,58,1,41,-73,87,-1,01,401770,8,39374,38,2,72,13774,4
5,100,8,88,2083,89,-3,63,1,43,-73,83,-1,04,400537,8,39367,81,2,72,13767,8
5,150,8,96,2080,19,-3,69,1,45,-73,79,-1,07,399343,6,39361,25,2,71,13761,3
5,200,9,03,2076,51,-3,74,1,47,-73,75,-1,10,398159,9,39354,72,2,70,13754,7
5,250,9,10,2072,82,-3,80,1,50,-73,71,-1,12,397012,8,39348,20,2,67,13748,2
5,300,9,18,2069,14,-3,85,1,52,-73,67,-1,15,395874,3,39341,70,2,64,13741,7
5,350,9,25,2065,45,-3,91,1,54,-73,64,-1,17,394770,6,39335,22,2,60,13735,2
5,400,9,33,2061,77,-3,97,1,57,-73,61,-1,19,393701,6,39328,76,2,56,13728,8
5,450,9,41,2058,09,-4,03,1,59,-73,57,-1,21,392638,8,39322,32,2,51,13722,3
5,500,9,49,2054,41,-4,09,1,62,-73,54,-1,23,391581,6,39315,89,2,46,13715,9
5,550,9,57,2050,74,-4,15,1,64,-73,51,-1,25,390584,8,39309,48,2,41,13709,5
5,600,9,66,2047,06,-4,22,1,67,-73,48,-1,26,389592,3,39303,08,2,37,13703,1
5,650,9,74,2043,39,-4,28,1,69,-73,45,-1,27,388631,5,39296,70,2,33,13696,7
5,700,9,82,2039,72,-4,34,1,72,-73,43,-1,28,387674,7,39290,34,2,31,13690,3
5,750,9,91,2036,05,-4,41,1,75,-73,40,-1,29,386776,4,39283,99,2,30,13684,0
5,800,10,00,2032,38,-4,47,1,77,-73,38,-1,26,386011,0,39277,64,2,29,13677,6
5,850,10,09,2028,71,-4,53,1,80,-73,36,-1,25,385088,1,39271,32,2,30,13671,3
5,900,10,18,2025,04,-4,60,1,83,-73,33,-1,24,384250,3,39265,01,2,30,13665,0
5,950,10,27,2021,38,-4,66,1,85,-73,31,-1,23,383414,0,39258,72,2,31,13658,7
6,000,10,36,2017,71,-4,72,1,88,-73,29,-1,21,382605,4,39252,44,2,30,13652,4
6,050,10,46,2014,05,-4,78,1,91,-73,27,-1,20,381796,6,39246,18,2,30,13646,2
6,100,10,55,2010,38,-4,84,1,93,-73,25,-1,18,381014,0,39239,93,2,29,13639,9
6,150,10,65,2006,72,-4,90,1,95,-73,24,-1,16,380229,5,39233,69,2,27,13633,7
6,200,10,75,2003,06,-4,95,1,97,-73,22,-1,14,379470,3,39227,46,2,25,13627,5
6,250,10,85,1999,40,-5,01,1,99,-73,20,-1,12,378763,1,39221,25,2,22,13621,3
6,300,10,95,1995,74,-5,07,2,01,-73,19,-1,10,378024,7,39215,04,2,19,13615,0
6,350,11,05,1992,08,-5,12,2,03,-73,17,-1,08,377336,9,39208,85,2,16,13608,9
6,400,11,15,1988,42,-5,17,2,05,-73,16,-1,06,376644,8,39202,67,2,13,13602,7
6,450,11,26,1984,76,-5,23,2,06,-73,15,-1,03,375975,2,39196,50,2,11,13596,5
6,500,11,36,1981,11,-5,28,2,07,-73,13,-1,01,375328,3,39190,34,2,09,13590,4
6,550,11,46,1977,45,-5,33,2,08,-73,12,-0,99,374675,4,39184,20,2,08,13584,2
6,600,11,57,1973,79,-5,38,2,09,-73,11,-0,96,374044,9,39178,06,2,08,13578,1
6,650,11,67,1970,14,-5,42,2,07,-73,10,-0,94,373121,0,39171,91,2,09,13571,9
6,700,11,77,1966,48,-5,47,2,06,-73,10,-0,91,372942,7,39165,79,2,11,13565,8
6,750,11,88,1962,83,-5,51,2,05,-73,09,-0,89,372372,7,39159,68,2,13,13559,7
6,800,11,98,1959,18,-5,56,2,04,-73,08,-0,86,371823,4,39153,59,2,15,13553,6
6,850,12,08,1955,52,-5,60,2,02,-73,07,-0,83,371266,2,39147,49,2,16,13547,5
6,900,12,18,1951,87,-5,64,2,01,-73,06,-0,81,370728,2,39141,41,2,17,13541,4
6,950,12,28,1948,22,-5,68,1,99,-73,06,-0,79,370208,8,39135,34,2,17,13535,3
7,000,12,38,1944,56,-5,72,1,98,-73,05,-0,76,369679,3,39129,27,2,16,13529,3
7,050,12,48,1940,91,-5,76,1,96,-73,05,-0,74,369167,2,39123,22,2,15,13523,2
7,100,12,58,1937,26,-5,79,1,94,-73,04,-0,72,368672,0,39117,17,2,13,13517,2
7,150,12,67,1933,61,-5,83,1,92,-73,04,-0,70,368193,3,39111,13,2,11,13511,1
7,200,12,77,1929,95,-5,86,1,90,-73,03,-0,69,367703,1,39105,10,2,09,13505,1
7,250,12,86,1926,30,-5,90,1,88,-73,03,-0,67,367256,3,39099,07,2,06,13499,1
7,300,12,96,1922,65,-5,93,1,86,-73,03,-0,65,366797,6,39093,06,2,04,13493,1
7,350,13,05,1919,00,-5,96,1,84,-73,03,-0,64,366354,2,39087,05,2,02,13487,1
7,400,13,14,1915,35,-6,00,1,82,-73,02,-0,63,365925,8,39081,05,2,00,13481,1
7,450,13,23,1911,70,-6,03,1,80,-73,02,-0,62,365512,4,39075,05,2,00,13475,1
7,500,13,32,1908,05,-6,06,1,78,-73,02,-0,61,365114,1,39069,06,2,00,13469,1
7,550,13,41,1904,40,-6,09,1,75,-73,02,-0,63,364385,1,39063,06,2,02,13463,1
7,600,13,50,1900,74,-6,12,1,73,-73,02,-0,64,364425,6,39057,08,2,04,13457,1
7,650,13,58,1897,09,-6,15,1,71,-73,03,-0,65,364039,8,39051,11,2,06,13451,1
7,700,13,67,1893,44,-6,19,1,68,-73,03,-0,66,363668,3,39045,14,2,08,13445,1
7,750,13,75,1889,79,-6,22,1,66,-73,03,-0,67,363309,8,39039,19,2,09,13439,2
7,800,13,83,1886,14,-6,25,1,64,-73,03,-0,68,362964,6,39033,23,2,10,13433,2
7,850,13,91,1882,49,-6,29,1,61,-73,03,-0,70,362631,8,39027,29,2,10,13427,3
7,900,13,99,1878,84,-6,32,1,59,-73,03,-0,71,362283,7,39021,34,2,10,13421,3
7,950,14,07,1875,19,-6,36,1,57,-73,03,-0,73,361947,1,39015,41,2,09,13415,4
8,000,14,15,1871,53,-6,39,1,55,-73,04,-0,74,361621,8,39009,48,2,07,13409,5
8,050,14,23,1867,88,-6,43,1,53,-73,04,-0,76,361307,3,39003,55,2,05,13403,6
8,100,14,30,1864,23,-6,47,1,52,-73,04,-0,78,361003,5,38997,63,2,02,13397,6
8,150,14,38,1860,58,-6,51,1,50,-73,05,-0,79,360709,9,38991,71,1,99,13391,7
8,200,14,45,1856,93,-6,55,1,48,-73,05,-0,81,360399,0,38985,80,1,96,13385,8
8,250,14,53,1853,27,-6,59,1,47,-73,06,-0,83,360125,9,38979,89,1,93,13379,9
8,300,14,60,1849,62,-6,63,1,46,-73,06,-0,85,359834,9,38974,00,1,90,13374,0
8,350,14,67,1845,97,-6,68,1,45,-73,07,-0,87,359553,3,38968,10,1,88,13368,1
8,400,14,75,1842,31,-6,72,1,44,-73,07,-0,89,359309,3,38962,21,1,86,13362,2
8,450,14,82,1838,66,-6,76,1,43,-73,08,-0,91,359047,3,38956,32,1,85,13356,3
8,500,14,89,1835,01,-6,81,1,45,-73,09,-0,93,349854,4,38950,41,1,85,13350,4
8,550,14,96,1831,35,-6,86,1,45,-73,09,-0,95,358615,8,38944,53,1,86,13344,5
8,600,15,04,1827,70,-6,90,1,46,-73,10,-0,97,358406,4,38938,65,1,87,13338,7
8,650,15,11,1824,04,-6,95,1,47,-73,10,-0,99,358178,7,38932,78,1,88,13332,8
8,700,15,18,1820,39,-7,00,1,48,-73,11,-1,01,357932,3,38926,91,1,88,13326,9
8,750,15,26,1816,73,-7,05,1,49,-73,12,-1,03,357721,7,38921,04,1,88,13321,0
8,800,15,33,1813,07,-7,11,1,50,-73,12,-1,05,357491,5,38915,18,1,88,13315,2
8,850,15,41,1809,42,-7,16,1,51,-73,13,-1,07,357269,4,38909,32,1,87,13309,3
8,900,15,48,1805,76,-7,21,1,53,-73,14,-1,08,357082,0,38903,46,1,85,13303,5
8,950,15,56,1802,10,-7,27,1,54,-73,14,-1,10,356874,1,38897,61,1,83,13297,6
9,000,15,64,1798,45,-7,32,1,55,-73,15,-1,12,356673,0,38891,77,1,81,13291,8
9,050,15,72,1794,79,-7,38,1,57,-73,16,-1,13,356478,9,38885,92,1,78,13285,9
9,100,15,79,1791,13,-7,44,1,58,-73,17,-1,14,356291,3,38880,08,1,74,13280,1
9,150,15,87,1787,47,-7,49,1,60,-73,17,-1,16,356082,6,38874,24,1,71,13274,2
9,200,15,95,1783,81,-7,55,1,61,-73,18,-1,17,355907,7,38868,40,1,68,13268,4
9,250,16,03,1780,15,-7,61,1,63,-73,19,-1,18,355711,4,38862,57,1,64,13262,6
9,300,16,12,1776,50,-7,67,1,64,-73,20,-1,19,355548,8,38856,74,1,61,13256,7
9,350,16,20,1772,84,-7,73,1,66,-73,21,-1,20,355392,4,38850,91,1,59,13250,9
