step,time_s,posX_m,posY_m,posZ_m,velX_mps,velY_mps,velZ_mps,speed_mps,horizSpeed_mps,thrust_N,thrust_kN,mass_kg,fuel_kg,twr,tilt_deg,pitchRate_dps,yawRate_dps,gimbalX_deg,gimbalZ_deg,miss_m,controlMode
1,0.0500,0.046,2495.007,0.009,0.913,-99.708,0.132,99.712,0.923,599441.1,599.44,40137.89,14537.89,1.524,10.872,4.582,4.345,9.845,9.353,0.047,Neural
2,0.1000,0.091,2490.029,0.013,0.901,-99.412,0.050,99.417,0.902,603610.1,603.61,40128.03,14528.03,1.535,11.310,9.281,8.815,10.180,9.715,0.092,Neural
3,0.1500,0.136,2485.066,0.014,0.888,-99.110,-0.033,99.113,0.889,611249.4,611.25,40118.07,14518.07,1.555,12.054,14.233,13.555,10.764,10.349,0.137,Neural
4,0.2000,0.180,2480.118,0.010,0.877,-98.795,-0.117,98.799,0.885,622647.0,622.65,40107.95,14507.95,1.584,13.138,19.592,18.731,11.623,11.287,0.180,Neural
5,0.2500,0.224,2475.187,0.002,0.868,-98.463,-0.203,98.467,0.892,638148.1,638.15,40097.61,14497.61,1.624,14.609,25.535,24.538,12.795,12.579,0.224,Neural
6,0.3000,0.267,2470.272,-0.011,0.862,-98.109,-0.292,98.113,0.910,658082.0,658.08,40086.98,14486.98,1.675,16.525,32.276,31.218,14.328,14.292,0.267,Neural
7,0.3500,0.310,2465.376,-0.027,0.860,-97.727,-0.384,97.732,0.941,682653.2,682.65,40075.97,14475.97,1.738,18.964,40.068,39.067,16.286,16.519,0.311,Neural
8,0.4000,0.353,2460.500,-0.049,0.864,-97.312,-0.480,97.317,0.988,711772.5,711.77,40064.52,14464.52,1.813,22.020,49.206,48.456,18.747,19.388,0.357,Neural
9,0.4500,0.397,2455.646,-0.075,0.878,-96.858,-0.581,96.864,1.052,744819.9,744.82,40052.56,14452.56,1.898,25.811,60.018,59.837,21.811,23.081,0.404,Neural
10,0.5000,0.441,2450.815,-0.107,0.905,-96.361,-0.685,96.368,1.135,780392.6,780.39,40040.03,14440.03,1.989,30.487,72.833,73.754,25.606,27.852,0.454,Neural
11,0.5500,0.487,2446.011,-0.144,0.939,-95.819,-0.781,95.827,1.221,816166.7,816.17,40026.91,14426.92,2.081,36.219,87.674,90.466,28.000,31.056,0.508,Neural
12,0.6000,0.534,2441.234,-0.184,0.903,-95.231,-0.809,95.238,1.213,845000.0,845.00,40013.24,14413.24,2.155,43.123,103.325,108.209,28.000,31.056,0.565,Neural
13,0.6500,0.576,2436.488,-0.223,0.769,-94.639,-0.742,94.645,1.069,845000.0,845.00,39999.38,14399.38,2.156,51.230,119.157,126.158,28.000,31.056,0.618,Neural
14,0.7000,0.609,2431.770,-0.256,0.522,-94.081,-0.567,94.084,0.771,845000.0,845.00,39985.53,14385.53,2.157,60.538,134.963,144.077,28.000,31.056,0.661,Neural
15,0.7500,0.626,2427.079,-0.278,0.156,-93.589,-0.273,93.590,0.314,845000.0,845.00,39971.67,14371.67,2.157,71.044,150.742,161.966,28.000,31.056,0.685,Neural
16,0.8000,0.622,2422.410,-0.282,-0.333,-93.205,0.143,93.206,0.362,845000.0,845.00,39957.81,14357.81,2.158,82.744,166.496,179.825,28.000,31.056,0.683,Neural
17,0.8500,0.591,2417.756,-0.262,-0.935,-92.976,0.677,92.983,1.154,845000.0,845.00,39943.95,14343.95,2.159,95.634,182.223,197.655,28.000,31.056,0.646,Neural
18,0.9000,0.527,2413.109,-0.212,-1.629,-92.953,1.311,92.976,2.091,845000.0,845.00,39930.10,14330.10,2.160,109.712,197.925,215.456,28.000,31.056,0.568,Neural
19,0.9500,0.427,2408.457,-0.129,-2.380,-93.182,2.016,93.235,3.119,845000.0,845.00,39916.24,14316.24,2.160,124.973,213.600,233.227,28.000,31.056,0.446,Neural
20,1.0000,0.289,2403.786,-0.010,-3.138,-93.701,2.746,93.793,4.169,845000.0,845.00,39902.38,14302.38,2.161,141.410,229.250,250.969,28.000,31.056,0.289,Neural
