step,time_s,posX_m,posY_m,posZ_m,velX_mps,velY_mps,velZ_mps,speed_mps,horizSpeed_mps,thrust_N,thrust_kN,mass_kg,fuel_kg,twr,tilt_deg,pitchRate_dps,yawRate_dps,gimbalX_deg,gimbalZ_deg,miss_m,controlMode
1,0.0500,-0.272,2495.010,-0.178,-5.420,-99.616,-3.579,99.827,6.495,665360.1,665.36,39903.40,14303.40,1.702,2.211,0.118,0.190,0.257,0.413,0.325,Hybrid
2,0.1000,-0.542,2490.038,-0.358,-5.396,-99.232,-3.611,99.445,6.493,664673.3,664.67,39892.50,14292.50,1.700,2.194,0.283,0.453,0.356,0.566,0.649,Hybrid
3,0.1500,-0.811,2485.086,-0.539,-5.371,-98.850,-3.644,99.063,6.490,663956.1,663.96,39881.61,14281.61,1.699,2.162,0.508,0.807,0.482,0.753,0.974,Hybrid
4,0.2000,-1.079,2480.153,-0.722,-5.343,-98.469,-3.679,98.682,6.487,663197.6,663.20,39870.73,14270.73,1.697,2.109,0.807,1.269,0.637,0.969,1.298,Hybrid
5,0.2500,-1.345,2475.240,-0.907,-5.312,-98.089,-3.716,98.303,6.483,662385.3,662.39,39859.86,14259.86,1.696,2.029,1.195,1.849,0.816,1.203,1.623,Hybrid
6,0.3000,-1.610,2470.345,-1.094,-5.280,-97.710,-3.754,97.925,6.479,661506.9,661.51,39849.01,14249.01,1.694,1.918,1.683,2.553,1.012,1.440,1.947,Hybrid
7,0.3500,-1.873,2465.469,-1.283,-5.246,-97.333,-3.794,97.548,6.475,660553.1,660.55,39838.18,14238.18,1.692,1.772,2.275,3.378,1.214,1.664,2.270,Hybrid
8,0.4000,-2.135,2460.611,-1.473,-5.212,-96.957,-3.836,97.173,6.471,659522.9,659.52,39827.36,14227.36,1.690,1.589,2.970,4.311,1.407,1.863,2.594,Hybrid
9,0.4500,-2.394,2455.773,-1.666,-5.178,-96.583,-3.877,96.799,6.469,658432.9,658.43,39816.55,14216.55,1.688,1.379,3.759,5.338,1.579,2.029,2.917,Hybrid
10,0.5000,-2.653,2450.953,-1.861,-5.171,-96.209,-3.919,96.428,6.488,657346.4,657.35,39805.77,14205.77,1.685,1.169,4.629,5.544,1.728,-2.056,3.241,Hybrid
11,0.5500,-2.912,2446.152,-2.058,-5.201,-95.837,-3.959,96.060,6.536,656332.5,656.33,39795.00,14195.00,1.683,0.984,5.568,4.517,1.855,-1.821,3.566,Hybrid
