step,time_s,posX_m,posY_m,posZ_m,velX_mps,velY_mps,velZ_mps,speed_mps,horizSpeed_mps,thrust_N,thrust_kN,mass_kg,fuel_kg,twr,tilt_deg,pitchRate_dps,yawRate_dps,gimbalX_deg,gimbalZ_deg,miss_m,controlMode
1,0.0500,-0.099,2495.013,0.086,-2.074,-99.430,1.653,99.465,2.652,845000.0,845.00,39194.30,13594.29,2.200,8.813,3.328,-3.547,2.469,-2.471,0.131,PID
2,0.1000,-0.207,2490.057,0.166,-2.244,-98.823,1.517,98.860,2.709,845000.0,845.00,39180.44,13580.44,2.201,8.513,4.795,-5.014,1.882,-1.883,0.265,PID
3,0.1500,-0.323,2485.131,0.238,-2.400,-98.211,1.395,98.251,2.776,845000.0,845.00,39166.58,13566.58,2.202,8.126,5.890,-6.109,1.388,-1.388,0.402,PID
4,0.2000,-0.447,2480.236,0.305,-2.542,-97.597,1.287,97.639,2.849,845000.0,845.00,39152.72,13552.72,2.202,7.675,6.673,-6.892,0.972,-0.972,0.541,PID
5,0.2500,-0.577,2475.372,0.367,-2.671,-96.980,1.192,97.024,2.925,845000.0,845.00,39138.87,13538.87,2.203,7.180,7.196,-7.415,0.627,-0.627,0.684,PID
6,0.3000,-0.714,2470.538,0.425,-2.787,-96.360,1.110,96.407,2.999,845000.0,845.00,39125.01,13525.01,2.204,6.659,7.504,-7.722,0.345,-0.345,0.830,PID
7,0.3500,-0.856,2465.736,0.478,-2.891,-95.739,1.039,95.788,3.072,845000.0,845.00,39111.15,13511.15,2.205,6.124,7.636,-7.854,0.116,-0.116,0.980,PID
8,0.4000,-1.003,2460.964,0.529,-2.984,-95.115,0.980,95.167,3.140,845000.0,845.00,39097.29,13497.29,2.206,5.589,7.628,-7.846,-0.067,0.067,1.133,PID
9,0.4500,-1.154,2456.224,0.577,-3.066,-94.491,0.931,94.545,3.204,845000.0,845.00,39083.44,13483.44,2.206,5.060,7.511,-7.727,-0.208,0.208,1.290,PID
10,0.5000,-1.309,2451.515,0.622,-3.139,-93.865,0.891,93.922,3.263,845000.0,845.00,39069.58,13469.58,2.207,4.546,7.309,-7.526,-0.315,0.315,1.449,PID
11,0.5500,-1.468,2446.837,0.666,-3.203,-93.246,0.860,93.305,3.317,834075.9,834.08,39055.82,13455.82,2.179,4.053,7.049,-7.265,-0.390,0.390,1.612,PID
12,0.6000,-1.629,2442.190,0.708,-3.259,-92.641,0.837,92.702,3.364,822881.0,822.88,39042.25,13442.25,2.151,3.584,6.752,-6.967,-0.437,0.437,1.776,PID
13,0.6500,-1.793,2437.573,0.750,-3.306,-92.050,0.821,92.113,3.406,811924.1,811.92,39028.86,13428.86,2.123,3.144,6.435,-6.650,-0.461,0.461,1.944,PID
14,0.7000,-1.960,2432.985,0.790,-3.347,-91.472,0.811,91.537,3.444,801230.0,801.23,39015.64,13415.64,2.096,2.734,6.116,-6.331,-0.460,0.460,2.113,PID
15,0.7500,-2.128,2428.426,0.831,-3.382,-90.908,0.806,90.975,3.476,789550.9,789.55,39002.61,13402.61,2.066,2.358,5.810,-6.024,-0.436,0.436,2.284,PID
