step,time_s,posX_m,posY_m,posZ_m,velX_mps,velY_mps,velZ_mps,speed_mps,horizSpeed_mps,thrust_N,thrust_kN,mass_kg,fuel_kg,twr,tilt_deg,pitchRate_dps,yawRate_dps,gimbalX_deg,gimbalZ_deg,miss_m,controlMode
1,0.0500,-0.408,1397.598,-0.133,-8.168,-48.055,-2.670,48.817,8.593,367054.3,367.05,39594.43,13994.43,0.946,0.499,0.036,-0.030,0.109,-0.346,0.429,PID
2,0.1000,-0.817,1395.194,-0.267,-8.172,-48.080,-2.659,48.842,8.594,364134.2,364.13,39588.43,13988.42,0.938,0.497,-0.076,-0.060,-13.264,-0.337,0.859,PID
3,0.1500,-1.226,1392.790,-0.400,-8.177,-48.105,-2.659,48.867,8.599,367783.4,367.78,39582.40,13982.40,0.948,0.493,-0.069,-0.088,-13.172,-0.323,1.289,PID
4,0.2000,-1.634,1390.384,-0.533,-8.182,-48.129,-2.670,48.892,8.606,368898.8,368.90,39576.36,13976.36,0.951,0.488,0.056,-0.114,13.050,-0.308,1.719,PID
5,0.2500,-2.044,1387.977,-0.666,-8.186,-48.153,-2.659,48.916,8.607,368718.1,368.72,39570.31,13970.31,0.951,0.481,-0.061,-0.138,-12.881,-0.288,2.150,PID
6,0.3000,-2.453,1385.569,-0.800,-8.190,-48.176,-2.658,48.940,8.611,369736.0,369.74,39564.25,13964.25,0.953,0.474,-0.060,-0.161,-12.684,-0.274,2.580,PID
7,0.3500,-2.863,1383.159,-0.933,-8.194,-48.199,-2.658,48.963,8.614,370116.9,370.12,39558.19,13958.19,0.954,0.465,-0.059,-0.181,-12.463,-0.259,3.011,PID
8,0.4000,-3.272,1380.749,-1.066,-8.198,-48.220,-2.667,48.984,8.621,371815.3,371.82,39552.12,13952.12,0.959,0.456,0.058,-0.200,12.203,-0.244,3.442,PID
9,0.4500,-3.682,1378.337,-1.199,-8.201,-48.239,-2.666,49.004,8.624,370939.2,370.94,39546.05,13946.05,0.957,0.445,0.056,-0.216,11.931,-0.223,3.873,PID
10,0.5000,-4.093,1375.925,-1.332,-8.205,-48.256,-2.656,49.021,8.624,371183.1,371.18,39539.98,13939.98,0.958,0.434,-0.054,-0.231,-0.069,-0.204,4.304,PID
11,0.5500,-4.503,1373.511,-1.465,-8.208,-48.274,-2.665,49.039,8.630,372384.5,372.38,39533.91,13933.91,0.961,0.422,0.053,-0.245,11.320,-0.194,4.735,PID
12,0.6000,-4.913,1371.097,-1.598,-8.211,-48.289,-2.664,49.055,8.632,371563.9,371.56,39527.84,13927.84,0.959,0.410,0.051,-0.256,0.063,-0.176,5.167,PID
13,0.6500,-5.324,1368.682,-1.731,-8.214,-48.305,-2.663,49.071,8.635,371707.2,371.71,39521.75,13921.75,0.959,0.397,0.049,-0.266,0.060,-0.162,5.598,PID
14,0.7000,-5.735,1366.267,-1.864,-8.216,-48.321,-2.663,49.086,8.637,371845.9,371.85,39515.66,13915.67,0.960,0.383,0.048,-0.275,0.056,-0.148,6.030,PID
15,0.7500,-6.146,1363.850,-1.997,-8.218,-48.335,-2.662,49.101,8.639,372757.6,372.76,39509.58,13909.58,0.962,0.369,0.047,-0.282,9.908,-0.144,6.462,PID
16,0.8000,-6.557,1361.433,-2.130,-8.221,-48.349,-2.653,49.114,8.638,372070.9,372.07,39503.49,13903.49,0.961,0.354,-0.044,-0.288,-0.049,-0.122,6.894,PID
17,0.8500,-6.968,1359.015,-2.263,-8.222,-48.362,-2.653,49.128,8.640,372835.7,372.84,39497.39,13897.39,0.963,0.340,-0.043,-0.292,-9.139,-0.110,7.326,PID
18,0.9000,-7.379,1356.597,-2.395,-8.224,-48.374,-2.660,49.140,8.643,372234.1,372.23,39491.30,13891.30,0.962,0.326,0.041,-0.296,0.041,-0.096,7.758,PID
19,0.9500,-7.790,1354.178,-2.528,-8.225,-48.386,-2.652,49.152,8.642,372853.4,372.85,39485.21,13885.21,0.963,0.311,-0.040,-0.298,-8.350,-0.092,8.190,PID
20,1.0000,-8.201,1351.759,-2.661,-8.227,-48.397,-2.658,49.163,8.645,372341.9,372.34,39479.11,13879.11,0.962,0.295,0.037,-0.299,0.042,-0.080,8.622,PID
21,1.0500,-8.613,1349.338,-2.794,-8.228,-48.407,-2.651,49.173,8.644,372924.7,372.92,39473.02,13873.02,0.964,0.280,-0.036,-0.299,-0.038,-0.068,9.054,PID
22,1.1000,-9.024,1346.918,-2.926,-8.229,-48.417,-2.651,49.183,8.645,372412.3,372.41,39466.92,13866.92,0.963,0.266,-0.034,-0.298,-0.034,-0.057,9.487,PID
23,1.1500,-9.436,1344.497,-3.059,-8.229,-48.427,-2.650,49.192,8.645,372865.3,372.87,39460.82,13860.82,0.964,0.251,-0.032,-0.296,-0.029,-0.046,9.919,PID
24,1.2000,-9.847,1342.075,-3.192,-8.230,-48.436,-2.655,49.202,8.647,372760.2,372.76,39454.72,13854.72,0.964,0.237,0.030,-0.293,0.025,-0.035,10.351,PID
25,1.2500,-10.259,1339.653,-3.324,-8.230,-48.445,-2.649,49.210,8.646,372750.3,372.75,39448.62,13848.62,0.964,0.222,-0.028,-0.290,-0.021,-0.024,10.784,PID
