step,time_s,posX_m,posY_m,posZ_m,velX_mps,velY_mps,velZ_mps,speed_mps,horizSpeed_mps,thrust_N,thrust_kN,mass_kg,fuel_kg,twr,tilt_deg,pitchRate_dps,yawRate_dps,gimbalX_deg,gimbalZ_deg,miss_m,controlMode
1,0.0500,-0.172,2495.011,-0.001,-3.424,-99.566,-0.034,99.625,3.425,708313.5,708.31,40083.86,14483.86,1.803,1.430,0.348,0.348,0.728,0.728,0.172,Fuzzy
2,0.1000,-0.342,2490.043,-0.003,-3.388,-99.133,-0.051,99.191,3.389,707631.4,707.63,40072.25,14472.25,1.802,1.394,0.847,0.848,1.023,1.023,0.342,Fuzzy
3,0.1500,-0.511,2485.097,-0.007,-3.348,-98.701,-0.073,98.758,3.349,706957.3,706.96,40060.66,14460.66,1.801,1.326,1.525,1.525,1.354,1.355,0.511,Fuzzy
4,0.2000,-0.677,2480.173,-0.011,-3.304,-98.271,-0.098,98.326,3.305,706291.2,706.29,40049.07,14449.07,1.800,1.218,2.389,2.389,1.685,1.686,0.677,Fuzzy
5,0.2500,-0.841,2475.270,-0.016,-3.257,-97.841,-0.098,97.895,3.258,705632.8,705.63,40037.50,14437.50,1.799,1.071,2.382,3.429,-1.701,1.983,0.841,Fuzzy
6,0.3000,-1.003,2470.389,-0.020,-3.208,-97.413,-0.074,97.465,3.209,704981.6,704.98,40025.94,14425.94,1.797,0.881,1.550,4.614,-1.280,2.218,1.003,Fuzzy
7,0.3500,-1.162,2465.529,-0.024,-3.161,-96.985,-0.055,97.036,3.161,704337.3,704.34,40014.39,14414.39,1.796,0.639,0.951,5.904,-0.885,2.369,1.162,Fuzzy
8,0.4000,-1.319,2460.690,-0.026,-3.112,-96.558,-0.040,96.608,3.113,703699.5,703.70,40002.85,14402.85,1.795,0.370,0.560,7.381,-0.546,2.979,1.319,Fuzzy
9,0.4500,-1.473,2455.873,-0.028,-3.091,-96.132,-0.030,96.181,3.091,703069.0,703.07,39991.32,14391.32,1.794,0.313,0.323,8.066,-0.355,-3.586,1.474,Fuzzy
10,0.5000,-1.629,2451.077,-0.029,-3.141,-95.706,-0.020,95.758,3.142,702444.9,702.44,39979.80,14379.80,1.793,0.574,0.131,6.352,-0.334,-2.638,1.629,Fuzzy
