step,time_s,posX_m,posY_m,posZ_m,velX_mps,velY_mps,velZ_mps,speed_mps,horizSpeed_mps,thrust_N,thrust_kN,mass_kg,fuel_kg,twr,tilt_deg,pitchRate_dps,yawRate_dps,gimbalX_deg,gimbalZ_deg,miss_m,controlMode
1,0.0500,-0.005,2495.010,0.107,-0.137,-99.570,2.109,99.592,2.113,704331.6,704.33,39858.21,14258.21,1.803,4.296,0.726,-0.727,1.528,-1.528,0.107,Fuzzy
2,0.1000,-0.014,2490.043,0.211,-0.225,-99.142,2.054,99.164,2.066,703660.6,703.66,39846.67,14246.67,1.802,4.212,1.761,-1.762,2.086,-2.088,0.211,Fuzzy
3,0.1500,-0.027,2485.096,0.312,-0.320,-98.716,1.991,98.737,2.017,702998.9,703.00,39835.14,14235.14,1.801,4.050,3.103,-3.106,2.629,-2.633,0.313,Fuzzy
4,0.2000,-0.046,2480.171,0.410,-0.420,-98.292,1.923,98.312,1.969,702345.9,702.35,39823.63,14223.62,1.800,3.791,4.725,-4.731,3.090,-3.095,0.412,Fuzzy
5,0.2500,-0.069,2475.267,0.504,-0.523,-97.870,1.853,97.889,1.925,701701.0,701.70,39812.11,14212.11,1.799,3.425,6.578,-6.587,3.587,-3.600,0.509,Fuzzy
6,0.3000,-0.098,2470.384,0.595,-0.636,-97.450,1.772,97.468,1.883,701065.6,701.07,39800.62,14200.62,1.798,2.940,8.991,-9.013,5.030,-5.064,0.603,Fuzzy
7,0.3500,-0.133,2465.522,0.681,-0.772,-97.037,1.669,97.055,1.839,700444.5,700.44,39789.13,14189.13,1.796,2.322,12.480,-12.541,7.549,-7.664,0.694,Fuzzy
8,0.4000,-0.176,2460.680,0.764,-0.955,-96.637,1.715,96.657,1.963,699845.4,699.85,39777.65,14177.65,1.795,1.619,10.843,-18.129,-6.524,-12.385,0.785,Fuzzy
9,0.4500,-0.230,2455.858,0.852,-1.215,-96.253,1.798,96.277,2.170,699272.1,699.27,39766.18,14166.18,1.795,1.025,8.108,-27.044,-4.057,-19.978,0.883,Fuzzy
10,0.5000,-0.291,2451.054,0.944,-1.090,-95.890,1.863,95.914,2.158,698737.6,698.74,39754.72,14154.72,1.794,1.593,6.299,-22.570,-3.067,17.916,0.988,Fuzzy
11,0.5500,-0.339,2446.270,1.039,-0.862,-95.496,1.926,95.519,2.110,698166.2,698.17,39743.27,14143.27,1.793,2.410,4.713,-14.911,-2.828,10.835,1.093,Fuzzy
