step,time_s,posX_m,posY_m,posZ_m,velX_mps,velY_mps,velZ_mps,speed_mps,horizSpeed_mps,thrust_N,thrust_kN,mass_kg,fuel_kg,twr,tilt_deg,pitchRate_dps,yawRate_dps,gimbalX_deg,gimbalZ_deg,miss_m,controlMode
1,0.0500,0.000,1597.007,0.000,-0.012,-59.721,-0.001,59.721,0.012,594009.1,594.01,39590.23,13990.23,1.531,1.503,0.016,0.112,-0.434,0.625,0.000,Hybrid
2,0.1000,-0.001,1594.028,0.000,-0.023,-59.447,0.000,59.447,0.023,590000.0,590.00,39580.53,13980.53,1.521,1.512,-0.001,0.228,0.440,0.662,0.001,Hybrid
3,0.1500,-0.003,1591.062,0.000,-0.034,-59.179,0.000,59.179,0.034,586069.8,586.07,39570.89,13970.89,1.511,1.526,0.001,0.350,-0.444,0.703,0.003,Hybrid
4,0.2000,-0.005,1588.110,0.000,-0.044,-58.915,0.001,58.915,0.044,582216.9,582.22,39561.32,13961.32,1.501,1.548,-0.017,0.478,0.445,0.750,0.005,Hybrid
5,0.2500,-0.007,1585.171,0.000,-0.054,-58.656,-0.004,58.656,0.054,578440.4,578.44,39551.81,13951.81,1.492,1.575,0.050,0.612,-0.443,0.802,0.007,Hybrid
6,0.3000,-0.010,1582.244,0.000,-0.064,-58.401,0.002,58.401,0.064,574739.2,574.74,39542.36,13942.36,1.483,1.610,-0.032,0.755,-0.482,0.860,0.010,Hybrid
7,0.3500,-0.013,1579.330,0.000,-0.073,-58.151,0.001,58.151,0.073,571111.6,571.11,39532.97,13932.97,1.474,1.651,-0.018,0.906,0.471,0.924,0.013,Hybrid
8,0.4000,-0.017,1576.429,0.000,-0.082,-57.906,-0.005,57.906,0.082,567557.4,567.56,39523.64,13923.64,1.465,1.701,0.069,1.066,0.528,0.996,0.017,Hybrid
9,0.4500,-0.022,1573.541,0.000,-0.090,-57.665,0.000,57.665,0.090,564075.1,564.08,39514.37,13914.37,1.456,1.759,0.002,1.238,-0.503,1.075,0.022,Hybrid
10,0.5000,-0.026,1570.663,0.000,-0.099,-57.428,0.007,57.428,0.099,560664.2,560.66,39505.15,13905.15,1.448,1.826,-0.092,1.421,-0.573,1.164,0.026,Hybrid
11,0.5500,-0.031,1567.797,0.000,-0.107,-57.196,0.000,57.196,0.107,557323.5,557.32,39495.99,13895.99,1.440,1.902,-0.002,1.618,0.539,1.261,0.031,Hybrid
12,0.6000,-0.037,1564.943,0.000,-0.114,-56.968,-0.007,56.968,0.114,554052.4,554.05,39486.88,13886.88,1.431,1.989,0.098,1.829,0.617,1.369,0.037,Hybrid
13,0.6500,-0.043,1562.101,0.000,-0.121,-56.743,0.000,56.743,0.121,550850.4,550.85,39477.83,13877.83,1.424,2.087,0.001,2.057,-0.586,1.488,0.043,Hybrid
14,0.7000,-0.049,1559.269,0.000,-0.128,-56.523,0.006,56.523,0.129,547716.6,547.72,39468.82,13868.82,1.416,2.196,-0.085,2.303,0.592,1.620,0.049,Hybrid
15,0.7500,-0.056,1556.448,0.000,-0.135,-56.306,-0.001,56.307,0.135,544650.6,544.65,39459.88,13859.87,1.408,2.319,0.021,2.568,0.653,1.766,0.056,Hybrid
16,0.8000,-0.063,1553.638,0.000,-0.141,-56.094,-0.005,56.094,0.141,541652.1,541.65,39450.97,13850.97,1.401,2.455,0.069,2.856,-0.659,1.927,0.063,Hybrid
17,0.8500,-0.070,1550.839,0.000,-0.147,-55.885,0.003,55.885,0.147,538720.6,538.72,39442.12,13842.12,1.393,2.606,-0.048,3.167,-0.739,2.105,0.070,Hybrid
18,0.9000,-0.077,1548.050,0.000,-0.153,-55.680,0.004,55.680,0.153,535856.0,535.86,39433.31,13833.31,1.386,2.774,-0.051,3.505,0.742,2.302,0.077,Hybrid
19,0.9500,-0.085,1545.271,0.000,-0.158,-55.478,-0.006,55.478,0.158,533057.9,533.06,39424.55,13824.55,1.379,2.959,0.080,3.873,0.843,2.519,0.085,Hybrid
20,1.0000,-0.093,1542.502,0.000,-0.162,-55.279,-0.002,55.280,0.162,530326.8,530.33,39415.84,13815.84,1.373,3.163,0.028,4.273,-0.840,2.759,0.093,Hybrid
21,1.0500,-0.101,1539.743,0.000,-0.167,-55.084,0.009,55.085,0.167,527662.4,527.66,39407.17,13807.17,1.366,3.389,-0.119,4.708,-0.968,3.024,0.101,Hybrid
22,1.1000,-0.110,1536.993,0.000,-0.170,-54.893,0.000,54.893,0.170,525065.3,525.07,39398.55,13798.54,1.360,3.637,0.000,5.183,0.959,3.316,0.110,Hybrid
23,1.1500,-0.118,1534.253,0.000,-0.173,-54.704,-0.010,54.704,0.174,522535.9,522.54,39389.96,13789.96,1.353,3.910,0.134,5.701,-0.986,3.639,0.118,Hybrid
24,1.2000,-0.127,1531.523,0.000,-0.176,-54.519,0.002,54.519,0.176,520074.3,520.07,39381.41,13781.42,1.347,4.211,-0.035,6.266,-1.105,3.979,0.127,Hybrid
25,1.2500,-0.136,1528.802,0.000,-0.178,-54.336,0.008,54.337,0.178,517682.0,517.68,39372.91,13772.91,1.341,4.540,-0.113,6.875,1.153,4.302,0.136,Hybrid
26,1.3000,-0.145,1526.089,0.000,-0.180,-54.157,-0.006,54.157,0.181,515359.2,515.36,39364.45,13764.45,1.336,4.902,0.086,7.529,1.331,4.647,0.145,Hybrid
27,1.3500,-0.154,1523.386,0.000,-0.183,-53.981,-0.003,53.981,0.183,513106.9,513.11,39356.02,13756.02,1.330,5.298,0.045,8.231,-1.389,5.013,0.154,Hybrid
28,1.4000,-0.163,1520.691,0.000,-0.186,-53.807,0.014,53.807,0.186,510925.7,510.93,39347.63,13747.63,1.325,5.730,-0.194,8.983,-1.638,5.403,0.163,Hybrid
29,1.4500,-0.172,1518.005,0.000,-0.189,-53.636,-0.004,53.636,0.189,508816.2,508.82,39339.27,13739.27,1.320,6.201,0.057,9.788,1.693,5.814,0.172,Hybrid
30,1.5000,-0.182,1515.328,0.000,-0.194,-53.467,-0.008,53.468,0.194,506779.9,506.78,39330.95,13730.95,1.315,6.713,0.116,10.648,-1.791,6.247,0.182,Hybrid
31,1.5500,-0.192,1512.658,0.000,-0.199,-53.302,0.013,53.302,0.199,504817.4,504.82,39322.66,13722.66,1.310,7.271,-0.187,11.566,-2.095,6.701,0.192,Hybrid
32,1.6000,-0.202,1509.997,0.000,-0.205,-53.138,0.000,53.139,0.205,502930.1,502.93,39314.40,13714.40,1.305,7.876,0.006,12.544,2.181,7.170,0.202,Hybrid
33,1.6500,-0.212,1507.344,0.000,-0.213,-52.977,-0.016,52.978,0.214,501119.7,501.12,39306.17,13706.17,1.301,8.531,0.225,13.582,-2.329,7.652,0.212,Hybrid
34,1.7000,-0.223,1504.699,0.000,-0.223,-52.818,0.012,52.819,0.224,499385.9,499.39,39297.97,13697.97,1.296,9.240,-0.163,14.683,-2.703,8.181,0.223,Hybrid
35,1.7500,-0.235,1502.062,0.000,-0.235,-52.662,0.006,52.663,0.235,497731.3,497.73,39289.80,13689.80,1.292,10.007,-0.081,15.858,2.854,8.767,0.235,Hybrid
36,1.8000,-0.247,1499.433,0.000,-0.255,-52.512,-0.021,52.513,0.256,489264.2,489.26,39281.71,13681.71,1.271,10.832,0.294,17.021,-3.073,8.448,0.247,Hybrid
37,1.8500,-0.260,1496.811,0.000,-0.286,-52.375,0.014,52.376,0.286,479871.9,479.87,39273.77,13673.77,1.247,11.713,-0.197,18.105,-3.513,8.160,0.260,Hybrid
38,1.9000,-0.276,1494.196,0.000,-0.329,-52.251,0.000,52.252,0.329,470255.3,470.26,39265.99,13665.99,1.222,12.646,0.008,19.112,3.690,7.860,0.276,Hybrid
39,1.9500,-0.294,1491.586,0.000,-0.385,-52.140,-0.017,52.141,0.385,460444.7,460.44,39258.37,13658.37,1.197,13.628,0.236,20.043,-3.919,7.553,0.294,Hybrid
