step,time_s,posX_m,posY_m,posZ_m,velX_mps,velY_mps,velZ_mps,speed_mps,horizSpeed_mps,thrust_N,thrust_kN,mass_kg,fuel_kg,twr,tilt_deg,pitchRate_dps,yawRate_dps,gimbalX_deg,gimbalZ_deg,miss_m,controlMode
1,0.0500,-0.207,2495.013,0.205,-4.192,-99.438,4.135,99.612,5.889,845000.0,845.00,40308.38,14708.37,2.139,5.289,-2.500,-2.711,-1.377,-1.377,0.291,PID
2,0.1000,-0.419,2490.056,0.413,-4.305,-98.847,4.183,99.029,6.002,845000.0,845.00,40294.52,14694.52,2.140,5.096,-3.307,-3.518,-1.084,-1.084,0.589,PID
3,0.1500,-0.637,2485.129,0.623,-4.409,-98.254,4.222,98.444,6.104,845000.0,845.00,40280.66,14680.66,2.141,4.862,-3.935,-4.146,-0.841,-0.841,0.891,PID
4,0.2000,-0.860,2480.231,0.835,-4.505,-97.661,4.254,97.857,6.196,845000.0,845.00,40266.80,14666.80,2.142,4.600,-4.413,-4.623,-0.635,-0.636,1.199,PID
5,0.2500,-1.087,2475.363,1.049,-4.594,-97.067,4.278,97.270,6.278,845000.0,845.00,40252.95,14652.94,2.142,4.320,-4.769,-4.979,-0.472,-0.472,1.511,PID
6,0.3000,-1.319,2470.524,1.263,-4.676,-96.472,4.295,96.681,6.350,845000.0,845.00,40239.09,14639.09,2.143,4.031,-5.029,-5.238,-0.349,-0.349,1.826,PID
7,0.3500,-1.555,2465.716,1.478,-4.752,-95.877,4.306,96.091,6.412,845000.0,845.00,40225.23,14625.23,2.144,3.743,-5.219,-5.427,-0.262,-0.262,2.145,PID
8,0.4000,-1.794,2460.937,1.693,-4.820,-95.293,4.261,95.510,6.434,845000.0,845.00,40211.37,14611.37,2.144,3.461,-3.540,-5.572,28.000,-0.239,2.467,PID
9,0.4500,-2.037,2456.187,1.906,-4.883,-94.697,4.260,94.919,6.480,845000.0,845.00,40197.52,14597.51,2.145,3.187,-3.613,-5.675,-0.148,-0.141,2.790,PID
10,0.5000,-2.282,2451.467,2.119,-4.940,-94.101,4.257,94.327,6.521,845000.0,845.00,40183.66,14583.66,2.146,2.922,-3.724,-5.740,-0.189,-0.100,3.115,PID
11,0.5500,-2.531,2446.777,2.332,-4.991,-93.504,4.250,93.734,6.555,845000.0,845.00,40169.80,14569.80,2.147,2.672,-3.848,-5.792,-0.193,-0.096,3.441,PID
12,0.6000,-2.781,2442.116,2.544,-5.037,-92.908,4.240,93.141,6.584,844293.1,844.29,40155.95,14555.94,2.146,2.445,-3.959,-5.856,-0.152,-0.137,3.770,PID
13,0.6500,-3.034,2437.486,2.756,-5.078,-92.319,4.225,92.555,6.606,833303.4,833.30,40142.20,14542.20,2.118,2.248,-4.025,-5.963,-0.068,-0.221,4.099,PID
14,0.7000,-3.289,2432.884,2.967,-5.116,-91.744,4.204,91.983,6.622,822708.2,822.71,40128.64,14528.64,2.092,2.089,-4.016,-6.143,0.068,-0.358,4.429,PID
15,0.7500,-3.546,2428.311,3.176,-5.151,-91.183,4.178,91.424,6.632,810719.1,810.72,40115.25,14515.25,2.062,1.973,-3.902,-6.425,0.246,-0.535,4.760,PID
16,0.8000,-3.804,2423.766,3.384,-5.182,-90.638,4.144,90.881,6.636,798016.5,798.02,40102.08,14502.08,2.031,1.906,-3.661,-6.831,0.466,-0.756,5.092,PID
17,0.8500,-4.064,2419.247,3.591,-5.212,-90.109,4.104,90.353,6.634,785683.6,785.68,40089.11,14489.11,2.000,1.891,-3.275,-7.378,0.716,-1.006,5.423,PID
18,0.9000,-4.325,2414.754,3.795,-5.239,-89.595,4.058,89.840,6.627,773734.1,773.73,40076.33,14476.33,1.970,1.928,-2.732,-8.080,0.991,-1.280,5.754,PID
19,0.9500,-4.587,2410.288,3.996,-5.213,-89.102,4.005,89.344,6.574,802490.0,802.49,40063.69,14463.69,2.044,2.019,-2.023,-7.049,1.294,1.087,6.084,PID
20,1.0000,-4.848,2405.846,4.195,-5.188,-88.619,3.948,88.858,6.520,751038.9,751.04,40051.31,14451.31,1.914,2.137,-1.202,-6.343,1.387,1.179,6.411,PID
21,1.0500,-5.106,2401.426,4.391,-5.159,-88.148,3.891,88.385,6.461,740061.9,740.06,40039.10,14439.10,1.886,2.249,-0.370,-5.624,1.387,1.179,6.735,PID
22,1.1000,-5.363,2397.031,4.584,-5.126,-87.692,3.834,87.925,6.401,729380.6,729.38,40027.06,14427.06,1.860,2.342,0.426,-4.939,1.324,1.116,7.056,PID
23,1.1500,-5.619,2392.657,4.775,-5.090,-87.248,3.779,87.478,6.340,718979.6,718.98,40015.20,14415.20,1.834,2.410,1.166,-4.309,1.240,1.033,7.373,PID
24,1.2000,-5.872,2388.306,4.962,-5.053,-86.817,3.728,87.044,6.280,708899.8,708.90,40003.50,14403.50,1.808,2.452,1.841,-3.741,1.147,0.940,7.688,PID
25,1.2500,-6.124,2383.975,5.147,-5.016,-86.398,3.681,86.622,6.221,699044.6,699.04,39991.97,14391.97,1.784,2.470,2.452,-3.236,1.050,0.842,8.000,PID
26,1.3000,-6.374,2379.666,5.330,-4.977,-85.991,3.637,86.212,6.164,689512.3,689.51,39980.60,14380.60,1.760,2.467,3.005,-2.787,0.972,0.764,8.309,PID
27,1.3500,-6.622,2375.376,5.511,-4.939,-85.596,3.597,85.814,6.110,680236.1,680.24,39969.38,14369.38,1.737,2.448,3.508,-2.386,0.901,0.693,8.615,PID
28,1.4000,-6.868,2371.106,5.690,-4.900,-85.212,3.561,85.427,6.057,671232.8,671.23,39958.31,14358.31,1.714,2.417,3.972,-2.022,0.851,0.643,8.919,PID
29,1.4500,-7.112,2366.854,5.867,-4.860,-84.840,3.529,85.052,6.006,662463.4,662.46,39947.39,14347.39,1.692,2.379,4.407,-1.686,0.820,0.612,9.220,PID
30,1.5000,-7.354,2362.622,6.043,-4.820,-84.477,3.501,84.687,5.957,653973.5,653.97,39936.60,14336.60,1.671,2.340,4.827,-1.364,0.814,0.606,9.518,PID
31,1.5500,-7.594,2358.407,6.217,-4.779,-84.126,3.476,84.333,5.910,645725.8,645.73,39925.95,14325.96,1.650,2.303,5.244,-1.042,0.830,0.622,9.814,PID
32,1.6000,-7.832,2354.209,6.391,-4.738,-83.784,3.455,83.989,5.864,637738.0,637.74,39915.44,14315.44,1.630,2.275,5.673,-0.708,0.879,0.671,10.108,PID
33,1.6500,-8.068,2350.028,6.563,-4.696,-83.452,3.438,83.655,5.820,629973.8,629.97,39905.05,14305.06,1.611,2.262,6.130,-0.343,0.964,0.756,10.400,PID
34,1.7000,-8.301,2345.864,6.735,-4.653,-83.137,3.471,83.339,5.805,619492.9,619.49,39894.76,14294.76,1.585,2.267,4.848,0.066,-0.860,0.846,10.690,PID
35,1.7500,-8.533,2341.715,6.909,-4.610,-82.824,3.486,83.025,5.779,615255.4,615.26,39884.62,14284.62,1.574,2.277,4.407,0.491,-0.877,0.863,10.979,PID
36,1.8000,-8.762,2337.581,7.084,-4.568,-82.520,3.503,82.720,5.756,608129.2,608.13,39874.59,14274.60,1.556,2.285,3.971,0.910,-0.864,0.850,11.268,PID
37,1.8500,-8.990,2333.463,7.260,-4.527,-82.224,3.522,82.424,5.735,601217.6,601.22,39864.69,14264.69,1.539,2.285,3.551,1.314,-0.837,0.823,11.555,PID
38,1.9000,-9.215,2329.359,7.436,-4.487,-81.938,3.543,82.137,5.718,594483.8,594.48,39854.89,14254.89,1.522,2.276,3.154,1.694,-0.793,0.779,11.841,PID
39,1.9500,-9.438,2325.269,7.614,-4.450,-81.659,3.565,81.858,5.702,587946.6,587.95,39845.21,14245.21,1.506,2.256,2.784,2.047,-0.744,0.730,12.127,PID
