step,time_s,posX_m,posY_m,posZ_m,velX_mps,velY_mps,velZ_mps,speed_mps,horizSpeed_mps,thrust_N,thrust_kN,mass_kg,fuel_kg,twr,tilt_deg,pitchRate_dps,yawRate_dps,gimbalX_deg,gimbalZ_deg,miss_m,controlMode
1,0.0500,-0.014,1597.256,0.011,-0.210,-54.749,0.140,54.750,0.252,584071.4,584.07,39502.82,13902.82,1.508,7.013,1.593,1.378,6.583,5.118,0.018,PID
2,0.1000,-0.021,1594.525,0.014,-0.097,-54.516,-0.007,54.516,0.097,575717.3,575.72,39493.32,13893.32,1.487,6.870,2.663,2.202,5.713,4.392,0.026,PID
3,0.1500,-0.024,1591.805,0.011,0.005,-54.289,-0.140,54.289,0.140,567580.6,567.58,39483.95,13883.95,1.467,6.665,3.561,2.885,4.893,3.716,0.026,PID
4,0.2000,-0.021,1589.096,0.000,0.095,-54.068,-0.260,54.069,0.277,559750.5,559.75,39474.72,13874.72,1.447,6.410,4.303,3.442,4.125,3.089,0.021,PID
5,0.2500,-0.014,1586.398,-0.015,0.175,-53.853,-0.366,53.855,0.406,552233.5,552.23,39465.61,13865.61,1.428,6.113,4.901,3.884,3.408,2.510,0.021,PID
6,0.3000,-0.004,1583.710,-0.036,0.245,-53.645,-0.460,53.648,0.521,545006.6,545.01,39456.62,13856.62,1.409,5.784,5.371,4.223,2.744,1.978,0.036,PID
7,0.3500,0.010,1581.033,-0.061,0.306,-53.444,-0.542,53.448,0.623,538074.4,538.07,39447.75,13847.75,1.392,5.430,5.724,4.470,2.131,1.492,0.062,PID
8,0.4000,0.027,1578.366,-0.090,0.358,-53.249,-0.613,53.254,0.710,531440.1,531.44,39438.99,13838.99,1.375,5.059,5.972,4.635,1.569,1.050,0.094,PID
9,0.4500,0.046,1575.708,-0.122,0.401,-53.061,-0.674,53.067,0.784,525091.2,525.09,39430.33,13830.33,1.359,4.676,6.127,4.728,1.056,0.650,0.131,PID
10,0.5000,0.067,1573.060,-0.157,0.437,-52.879,-0.724,52.886,0.846,519013.8,519.01,39421.78,13821.78,1.343,4.286,6.200,4.758,0.591,0.291,0.171,PID
11,0.5500,0.089,1570.420,-0.194,0.466,-52.704,-0.766,52.712,0.897,513193.3,513.19,39413.33,13813.33,1.328,3.896,6.201,4.733,0.171,-0.030,0.214,PID
12,0.6000,0.113,1567.789,-0.234,0.489,-52.535,-0.799,52.544,0.937,507612.7,507.61,39404.96,13804.96,1.314,3.508,6.140,4.661,-0.203,-0.313,0.260,PID
13,0.6500,0.138,1565.167,-0.274,0.505,-52.373,-0.825,52.382,0.967,502282.3,502.28,39396.69,13796.69,1.301,3.127,6.024,4.548,-0.535,-0.561,0.307,PID
14,0.7000,0.164,1562.552,-0.316,0.517,-52.217,-0.843,52.226,0.989,497169.9,497.17,39388.50,13788.50,1.288,2.755,5.862,4.402,-0.827,-0.777,0.356,PID
15,0.7500,0.190,1559.945,-0.358,0.524,-52.067,-0.856,52.076,1.003,492269.6,492.27,39380.40,13780.40,1.275,2.396,5.661,4.228,-1.079,-0.960,0.406,PID
16,0.8000,0.216,1557.345,-0.401,0.526,-51.922,-0.862,51.932,1.010,487574.9,487.57,39372.37,13772.37,1.263,2.051,5.428,4.032,-1.296,-1.115,0.456,PID
