step,time_s,posX_m,posY_m,posZ_m,velX_mps,velY_mps,velZ_mps,speed_mps,horizSpeed_mps,thrust_N,thrust_kN,mass_kg,fuel_kg,twr,tilt_deg,pitchRate_dps,yawRate_dps,gimbalX_deg,gimbalZ_deg,miss_m,controlMode
1,0.0500,0.000,1397.603,0.000,-0.006,-47.901,0.000,47.901,0.006,457466.8,457.47,39592.49,13992.49,1.179,0.399,0.000,-0.027,-0.102,-0.237,0.000,Hybrid
2,0.1000,-0.001,1395.210,0.000,-0.013,-47.803,0.000,47.803,0.013,456546.3,456.55,39585.00,13985.00,1.177,0.397,0.000,-0.054,0.101,-0.232,0.001,Hybrid
3,0.1500,-0.001,1392.822,0.000,-0.019,-47.707,0.000,47.707,0.019,455635.6,455.64,39577.52,13977.53,1.174,0.394,0.000,-0.078,-0.101,-0.227,0.001,Hybrid
4,0.2000,-0.003,1390.439,0.000,-0.025,-47.611,0.000,47.611,0.025,454734.2,454.73,39570.06,13970.06,1.172,0.389,0.000,-0.102,0.099,-0.221,0.003,Hybrid
5,0.2500,-0.004,1388.061,0.000,-0.031,-47.516,0.000,47.516,0.031,453842.2,453.84,39562.62,13962.62,1.170,0.384,0.000,-0.125,-0.098,-0.214,0.004,Hybrid
6,0.3000,-0.006,1385.688,0.000,-0.037,-47.423,0.000,47.423,0.037,452959.6,452.96,39555.18,13955.18,1.168,0.376,0.000,-0.146,0.096,-0.207,0.006,Hybrid
7,0.3500,-0.008,1383.319,0.000,-0.043,-47.330,0.000,47.330,0.043,452086.2,452.09,39547.77,13947.77,1.166,0.369,0.000,-0.165,-0.095,-0.200,0.008,Hybrid
8,0.4000,-0.010,1380.955,0.000,-0.049,-47.239,0.000,47.239,0.049,451222.3,451.22,39540.36,13940.36,1.164,0.360,0.000,-0.184,0.092,-0.192,0.010,Hybrid
9,0.4500,-0.013,1378.595,0.000,-0.054,-47.148,0.000,47.148,0.054,450367.2,450.37,39532.97,13932.97,1.162,0.350,0.000,-0.201,-0.090,-0.183,0.013,Hybrid
10,0.5000,-0.015,1376.240,0.000,-0.059,-47.059,0.000,47.059,0.059,449521.8,449.52,39525.60,13925.60,1.160,0.340,0.000,-0.216,0.087,-0.175,0.015,Hybrid
11,0.5500,-0.018,1373.889,0.000,-0.064,-46.970,0.000,46.970,0.064,448685.3,448.69,39518.23,13918.24,1.158,0.329,0.000,-0.231,-0.085,-0.166,0.018,Hybrid
12,0.6000,-0.022,1371.543,0.000,-0.069,-46.883,0.000,46.883,0.069,447857.5,447.86,39510.89,13910.89,1.156,0.317,0.000,-0.244,0.082,-0.157,0.022,Hybrid
13,0.6500,-0.025,1369.201,0.000,-0.073,-46.796,0.000,46.796,0.073,447038.9,447.04,39503.55,13903.55,1.154,0.304,0.000,-0.255,-0.079,-0.148,0.025,Hybrid
14,0.7000,-0.029,1366.863,0.000,-0.078,-46.711,0.000,46.711,0.078,446229.2,446.23,39496.23,13896.23,1.153,0.291,0.000,-0.266,0.075,-0.138,0.029,Hybrid
15,0.7500,-0.033,1364.530,0.000,-0.082,-46.626,0.000,46.626,0.082,445429.0,445.43,39488.92,13888.92,1.151,0.278,0.000,-0.275,-0.072,-0.129,0.033,Hybrid
16,0.8000,-0.037,1362.201,0.000,-0.086,-46.542,0.000,46.542,0.086,444636.8,444.64,39481.63,13881.63,1.149,0.264,0.000,-0.282,0.068,-0.119,0.037,Hybrid
17,0.8500,-0.042,1359.875,0.000,-0.089,-46.460,0.000,46.460,0.089,443854.3,443.85,39474.34,13874.34,1.147,0.249,0.000,-0.289,-0.065,-0.110,0.042,Hybrid
18,0.9000,-0.046,1357.555,0.000,-0.093,-46.378,0.000,46.378,0.093,443080.0,443.08,39467.07,13867.08,1.145,0.235,0.000,-0.294,0.061,-0.101,0.046,Hybrid
19,0.9500,-0.051,1355.238,0.000,-0.096,-46.297,0.000,46.297,0.096,442313.9,442.31,39459.82,13859.82,1.144,0.220,0.000,-0.298,-0.058,-0.091,0.051,Hybrid
20,1.0000,-0.056,1352.925,0.000,-0.099,-46.217,0.000,46.217,0.099,441557.3,441.56,39452.57,13852.57,1.142,0.205,0.000,-0.301,0.054,-0.081,0.056,Hybrid
21,1.0500,-0.061,1350.616,0.000,-0.101,-46.137,0.000,46.138,0.101,440809.1,440.81,39445.34,13845.34,1.140,0.190,0.000,-0.302,-0.050,-0.072,0.061,Hybrid
22,1.1000,-0.066,1348.311,0.000,-0.104,-46.059,0.000,46.059,0.104,440068.6,440.07,39438.12,13838.12,1.138,0.175,0.000,-0.303,0.046,-0.063,0.066,Hybrid
23,1.1500,-0.071,1346.010,0.000,-0.106,-45.982,0.000,45.982,0.106,439337.3,439.34,39430.91,13830.91,1.137,0.159,0.000,-0.303,-0.042,-0.054,0.071,Hybrid
24,1.2000,-0.077,1343.713,0.000,-0.108,-45.905,0.000,45.905,0.108,438614.1,438.61,39423.71,13823.72,1.135,0.144,0.000,-0.301,0.038,-0.045,0.077,Hybrid
25,1.2500,-0.082,1341.420,0.000,-0.110,-45.829,0.000,45.829,0.110,437900.3,437.90,39416.53,13816.53,1.133,0.130,0.000,-0.299,-0.035,-0.036,0.082,Hybrid
26,1.3000,-0.088,1339.130,0.000,-0.111,-45.754,0.000,45.755,0.111,437193.1,437.19,39409.36,13809.36,1.132,0.114,0.000,-0.296,0.031,-0.027,0.088,Hybrid
27,1.3500,-0.093,1336.844,0.000,-0.112,-45.680,0.000,45.680,0.112,436495.2,436.50,39402.20,13802.20,1.130,0.099,0.000,-0.291,-0.027,-0.019,0.093,Hybrid
28,1.4000,-0.099,1334.562,0.000,-0.113,-45.607,0.000,45.607,0.113,435805.1,435.81,39395.05,13795.05,1.129,0.086,0.000,-0.286,0.023,-0.011,0.099,Hybrid
29,1.4500,-0.104,1332.284,0.000,-0.114,-45.534,0.000,45.535,0.114,435122.7,435.12,39387.91,13787.91,1.127,0.071,0.000,-0.281,0.019,-0.003,0.104,Hybrid
30,1.5000,-0.110,1330.009,0.000,-0.115,-45.463,0.000,45.463,0.115,434450.7,434.45,39380.78,13780.78,1.125,0.056,0.000,-0.274,0.016,0.004,0.110,Hybrid
31,1.5500,-0.116,1327.737,0.000,-0.115,-45.392,0.000,45.392,0.115,433783.5,433.78,39373.67,13773.67,1.124,0.044,0.000,-0.267,-0.012,0.012,0.116,Hybrid
32,1.6000,-0.122,1325.469,0.000,-0.115,-45.322,0.000,45.322,0.115,433122.9,433.12,39366.56,13766.56,1.122,0.028,0.000,-0.260,-0.008,0.019,0.122,Hybrid
33,1.6500,-0.127,1323.205,0.000,-0.115,-45.252,0.000,45.252,0.115,432477.1,432.48,39359.47,13759.47,1.121,0.020,0.000,-0.251,0.006,0.025,0.127,Hybrid
34,1.7000,-0.133,1320.944,0.000,-0.115,-45.183,0.000,45.184,0.115,431828.2,431.83,39352.38,13752.38,1.119,0.000,0.000,-0.236,0.001,0.093,0.133,Hybrid
35,1.7500,-0.139,1318.687,0.000,-0.114,-45.115,0.000,45.116,0.114,431204.3,431.20,39345.31,13745.31,1.118,0.000,0.000,-0.221,0.001,0.091,0.139,Hybrid
36,1.8000,-0.145,1316.432,0.000,-0.113,-45.048,0.000,45.048,0.113,430587.5,430.59,39338.25,13738.25,1.117,0.000,0.000,-0.206,0.001,0.089,0.145,Hybrid
37,1.8500,-0.150,1314.182,0.000,-0.112,-44.982,0.000,44.982,0.112,429995.4,430.00,39331.19,13731.19,1.115,0.020,0.000,-0.192,-0.006,0.092,0.150,Hybrid
38,1.9000,-0.156,1311.934,0.000,-0.111,-44.916,0.000,44.916,0.111,429405.3,429.41,39324.15,13724.15,1.114,0.034,0.000,-0.177,0.010,0.093,0.156,Hybrid
39,1.9500,-0.161,1309.690,0.000,-0.109,-44.851,0.000,44.851,0.109,428813.5,428.81,39317.11,13717.11,1.113,0.044,0.000,-0.163,-0.011,0.092,0.161,Hybrid
40,2.0000,-0.167,1307.449,0.000,-0.108,-44.786,0.000,44.786,0.108,428231.6,428.23,39310.09,13710.09,1.111,0.048,0.000,-0.150,0.013,0.091,0.167,Hybrid
41,2.0500,-0.172,1305.212,0.000,-0.106,-44.722,0.000,44.722,0.106,427655.0,427.66,39303.07,13703.07,1.110,0.056,-0.001,-0.137,-0.015,0.091,0.172,Hybrid
