step,time_s,posX_m,posY_m,posZ_m,velX_mps,velY_mps,velZ_mps,speed_mps,horizSpeed_mps,thrust_N,thrust_kN,mass_kg,fuel_kg,twr,tilt_deg,pitchRate_dps,yawRate_dps,gimbalX_deg,gimbalZ_deg,miss_m,controlMode
1,0.0500,-0.285,1397.598,-0.607,-5.704,-48.055,-12.151,49.894,13.423,366986.9,366.99,39594.43,13994.43,0.946,0.499,0.036,-0.030,0.109,-0.346,0.671,PID
2,0.1000,-0.570,1395.194,-1.215,-5.710,-48.080,-12.138,49.916,13.414,364072.3,364.07,39588.43,13988.43,0.938,0.497,-0.076,-0.060,-13.264,-0.337,1.342,PID
3,0.1500,-0.856,1392.790,-1.822,-5.715,-48.104,-12.136,49.939,13.414,367702.8,367.70,39582.40,13982.40,0.948,0.493,-0.069,-0.088,-13.172,-0.323,2.013,PID
4,0.2000,-1.142,1390.384,-2.429,-5.720,-48.128,-12.144,49.965,13.424,368824.1,368.82,39576.36,13976.36,0.951,0.488,0.056,-0.114,13.050,-0.308,2.684,PID
5,0.2500,-1.428,1387.977,-3.036,-5.725,-48.152,-12.131,49.985,13.414,368625.2,368.63,39570.32,13970.32,0.950,0.481,-0.061,-0.138,-12.881,-0.288,3.355,PID
6,0.3000,-1.714,1385.569,-3.643,-5.729,-48.175,-12.128,50.008,13.413,369649.7,369.65,39564.26,13964.26,0.953,0.474,-0.060,-0.161,-12.684,-0.274,4.026,PID
7,0.3500,-2.001,1383.160,-4.249,-5.734,-48.198,-12.125,50.029,13.413,370037.1,370.04,39558.20,13958.20,0.954,0.465,-0.059,-0.181,-12.463,-0.259,4.697,PID
8,0.4000,-2.288,1380.749,-4.856,-5.738,-48.218,-12.133,50.051,13.421,371730.2,371.73,39552.13,13952.13,0.959,0.456,0.058,-0.200,12.203,-0.244,5.368,PID
9,0.4500,-2.575,1378.338,-5.462,-5.742,-48.238,-12.130,50.070,13.420,370848.9,370.85,39546.07,13946.07,0.957,0.445,0.056,-0.216,11.931,-0.223,6.038,PID
10,0.5000,-2.862,1375.926,-6.068,-5.746,-48.255,-12.117,50.084,13.411,371087.8,371.09,39540.00,13940.00,0.957,0.434,-0.054,-0.231,-0.069,-0.204,6.709,PID
11,0.5500,-3.149,1373.512,-6.674,-5.750,-48.272,-12.114,50.100,13.410,371136.6,371.14,39533.92,13933.92,0.958,0.422,-0.052,-0.245,-0.066,-0.190,7.380,PID
12,0.6000,-3.437,1371.098,-7.280,-5.754,-48.289,-12.121,50.118,13.417,372600.2,372.60,39527.85,13927.85,0.962,0.410,0.052,-0.256,10.982,-0.179,8.051,PID
13,0.6500,-3.725,1368.684,-7.886,-5.757,-48.303,-12.117,50.132,13.415,372653.7,372.65,39521.77,13921.77,0.962,0.397,0.049,-0.266,0.060,-0.162,8.721,PID
14,0.7000,-4.013,1366.268,-8.491,-5.760,-48.319,-12.114,50.146,13.414,371612.0,371.61,39515.69,13915.69,0.959,0.383,0.048,-0.275,0.056,-0.148,9.392,PID
15,0.7500,-4.301,1363.852,-9.097,-5.763,-48.333,-12.103,50.157,13.405,372641.8,372.64,39509.60,13909.60,0.962,0.369,-0.046,-0.282,-0.059,-0.142,10.062,PID
16,0.8000,-4.589,1361.435,-9.702,-5.765,-48.347,-12.100,50.170,13.404,371944.0,371.94,39503.52,13903.51,0.961,0.355,-0.045,-0.288,-9.527,-0.123,10.733,PID
17,0.8500,-4.877,1359.017,-10.307,-5.768,-48.359,-12.105,50.184,13.409,372036.8,372.04,39497.42,13897.42,0.961,0.340,0.043,-0.292,0.045,-0.109,11.403,PID
18,0.9000,-5.166,1356.599,-10.912,-5.770,-48.371,-12.102,50.195,13.407,372828.7,372.83,39491.33,13891.33,0.963,0.326,0.042,-0.296,8.749,-0.097,12.073,PID
19,0.9500,-5.454,1354.180,-11.517,-5.772,-48.383,-12.099,50.206,13.405,372704.2,372.70,39485.23,13885.24,0.963,0.311,0.040,-0.298,8.350,-0.092,12.743,PID
20,1.0000,-5.743,1351.760,-12.122,-5.774,-48.394,-12.096,50.216,13.403,372801.5,372.80,39479.14,13879.14,0.963,0.295,0.037,-0.299,0.042,-0.080,13.413,PID
21,1.0500,-6.032,1349.340,-12.726,-5.775,-48.404,-12.087,50.223,13.396,372781.6,372.78,39473.05,13873.05,0.963,0.280,-0.036,-0.299,-0.038,-0.068,14.083,PID
22,1.1000,-6.320,1346.920,-13.331,-5.777,-48.413,-12.090,50.233,13.399,372746.6,372.75,39466.95,13866.95,0.963,0.266,0.034,-0.298,0.034,-0.057,14.753,PID
