step,time_s,posX_m,posY_m,posZ_m,velX_mps,velY_mps,velZ_mps,speed_mps,horizSpeed_mps,thrust_N,thrust_kN,mass_kg,fuel_kg,twr,tilt_deg,pitchRate_dps,yawRate_dps,gimbalX_deg,gimbalZ_deg,miss_m,controlMode
1,0.0500,-0.001,1597.255,0.000,-0.029,-54.780,0.000,54.780,0.029,550482.3,550.48,39590.95,13990.96,1.419,1.195,0.000,-0.198,-0.342,-1.162,0.001,Fuzzy
2,0.1000,-0.003,1594.522,0.000,-0.057,-54.564,0.000,54.564,0.057,547708.1,547.71,39581.96,13981.96,1.412,1.179,0.000,-0.391,0.338,-1.144,0.003,Fuzzy
3,0.1500,-0.006,1591.799,0.000,-0.085,-54.350,0.000,54.350,0.085,544978.1,544.98,39573.00,13973.00,1.405,1.155,0.000,-0.577,-0.332,-1.115,0.006,Fuzzy
4,0.2000,-0.011,1589.087,0.000,-0.111,-54.141,0.000,54.141,0.111,542291.2,542.29,39564.09,13964.09,1.398,1.121,0.000,-0.755,0.324,-1.076,0.011,Fuzzy
5,0.2500,-0.018,1586.385,0.000,-0.137,-53.934,0.000,53.934,0.137,539646.7,539.65,39555.23,13955.22,1.392,1.078,0.000,-0.923,-0.313,-1.028,0.018,Fuzzy
6,0.3000,-0.025,1583.693,0.000,-0.161,-53.731,0.000,53.731,0.161,537043.9,537.04,39546.40,13946.40,1.385,1.028,0.000,-1.080,0.300,-0.971,0.025,Fuzzy
7,0.3500,-0.034,1581.012,0.000,-0.184,-53.531,0.000,53.531,0.184,534481.9,534.48,39537.62,13937.62,1.379,0.970,0.000,-1.224,-0.284,-0.906,0.034,Fuzzy
8,0.4000,-0.043,1578.340,0.000,-0.206,-53.334,0.000,53.334,0.206,531960.3,531.96,39528.88,13928.88,1.373,0.905,0.000,-1.356,0.267,-0.835,0.043,Fuzzy
9,0.4500,-0.054,1575.678,0.000,-0.225,-53.140,0.000,53.140,0.225,529478.3,529.48,39520.18,13920.18,1.367,0.834,0.000,-1.473,-0.248,-0.758,0.054,Fuzzy
10,0.5000,-0.066,1573.026,0.000,-0.243,-52.949,0.000,52.949,0.243,527035.1,527.04,39511.52,13911.52,1.361,0.757,0.000,-1.576,0.227,-0.676,0.066,Fuzzy
11,0.5500,-0.078,1570.384,0.000,-0.258,-52.761,0.000,52.761,0.258,524630.2,524.63,39502.91,13902.90,1.355,0.676,0.000,-1.664,-0.205,-0.590,0.078,Fuzzy
12,0.6000,-0.092,1567.750,0.000,-0.272,-52.576,0.000,52.576,0.272,522263.1,522.26,39494.32,13894.32,1.349,0.591,0.000,-1.736,0.181,-0.501,0.092,Fuzzy
13,0.6500,-0.106,1565.126,0.000,-0.283,-52.393,0.000,52.394,0.283,519933.3,519.93,39485.78,13885.78,1.343,0.502,0.000,-1.793,-0.155,-0.409,0.106,Fuzzy
14,0.7000,-0.120,1562.511,0.000,-0.293,-52.214,0.000,52.215,0.293,517640.0,517.64,39477.28,13877.28,1.338,0.412,0.000,-1.834,0.129,-0.315,0.120,Fuzzy
15,0.7500,-0.135,1559.904,0.000,-0.300,-52.037,0.000,52.038,0.300,515382.9,515.38,39468.81,13868.81,1.332,0.319,0.000,-1.859,-0.102,-0.221,0.135,Fuzzy
