step,time_s,posX_m,posY_m,posZ_m,velX_mps,velY_mps,velZ_mps,speed_mps,horizSpeed_mps,thrust_N,thrust_kN,mass_kg,fuel_kg,twr,tilt_deg,pitchRate_dps,yawRate_dps,gimbalX_deg,gimbalZ_deg,miss_m,controlMode
1,0.0500,0.122,2495.006,0.063,2.444,-99.773,1.230,99.811,2.736,547923.4,547.92,40428.50,14828.50,1.383,6.029,2.503,2.195,5.849,5.138,0.137,Neural
2,0.1000,0.244,2490.023,0.123,2.438,-99.545,1.189,99.582,2.713,550195.8,550.20,40419.50,14819.50,1.389,6.264,5.061,4.447,6.028,5.327,0.274,Neural
3,0.1500,0.366,2485.051,0.181,2.433,-99.313,1.147,99.349,2.690,554361.1,554.36,40410.45,14810.45,1.400,6.661,7.737,6.822,6.339,5.656,0.409,Neural
4,0.2000,0.488,2480.091,0.238,2.429,-99.074,1.105,99.110,2.669,560588.8,560.59,40401.30,14801.30,1.416,7.236,10.602,9.394,6.794,6.137,0.543,Neural
5,0.2500,0.609,2475.144,0.292,2.426,-98.826,1.062,98.861,2.648,569109.8,569.11,40392.04,14792.04,1.438,8.010,13.738,12.246,7.411,6.791,0.675,Neural
6,0.3000,0.730,2470.209,0.344,2.425,-98.565,1.018,98.600,2.630,580208.5,580.21,40382.61,14782.61,1.466,9.010,17.238,15.479,8.210,7.641,0.807,Neural
7,0.3500,0.852,2465.287,0.394,2.425,-98.289,0.973,98.324,2.613,594218.4,594.22,40372.98,14772.98,1.502,10.269,21.218,19.215,9.218,8.722,0.938,Neural
8,0.4000,0.973,2460.380,0.441,2.429,-97.994,0.927,98.028,2.600,611507.4,611.51,40363.09,14763.09,1.546,11.829,25.816,23.605,10.470,10.074,1.068,Neural
9,0.4500,1.095,2455.489,0.486,2.437,-97.675,0.877,97.709,2.590,632452.2,632.45,40352.88,14752.88,1.599,13.744,31.203,28.838,12.009,11.755,1.198,Neural
10,0.5000,1.217,2450.613,0.529,2.451,-97.327,0.825,97.362,2.586,657374.5,657.37,40342.29,14742.29,1.663,16.078,37.587,35.151,13.888,13.840,1.327,Neural
11,0.5500,1.340,2445.756,0.569,2.471,-96.946,0.769,96.981,2.588,686426.8,686.43,40331.26,14731.26,1.737,18.916,45.220,42.849,16.176,16.433,1.455,Neural
12,0.6000,1.464,2440.919,0.606,2.502,-96.527,0.710,96.562,2.601,719403.8,719.40,40319.71,14719.71,1.821,22.363,54.398,52.309,18.962,19.681,1.584,Neural
13,0.6500,1.590,2436.104,0.640,2.546,-96.066,0.647,96.102,2.627,755491.6,755.49,40307.59,14707.60,1.913,26.551,65.443,64.002,22.358,23.789,1.714,Neural
14,0.7000,1.719,2431.313,0.670,2.608,-95.559,0.582,95.596,2.672,793037.4,793.04,40294.87,14694.87,2.008,31.641,78.661,78.481,26.501,29.041,1.845,Neural
15,0.7500,1.851,2426.549,0.698,2.667,-95.005,0.538,95.044,2.721,829469.0,829.47,40281.54,14681.54,2.101,37.812,93.775,95.582,28.000,31.056,1.978,Neural
16,0.8000,1.984,2421.813,0.726,2.646,-94.414,0.576,94.453,2.708,845000.0,845.00,40267.73,14667.73,2.141,45.154,109.467,113.376,28.000,31.056,2.113,Neural
17,0.8500,2.114,2417.107,0.758,2.522,-93.836,0.714,93.872,2.621,845000.0,845.00,40253.87,14653.87,2.142,53.686,125.187,131.201,28.000,31.056,2.245,Neural
18,0.9000,2.235,2412.429,0.799,2.284,-93.300,0.965,93.332,2.480,845000.0,845.00,40240.02,14640.01,2.143,63.405,140.881,148.997,28.000,31.056,2.373,Neural
19,0.9500,2.340,2407.776,0.856,1.924,-92.841,1.334,92.870,2.341,845000.0,845.00,40226.16,14626.16,2.144,74.308,156.550,166.763,28.000,31.056,2.492,Neural
20,1.0000,2.425,2403.143,0.934,1.441,-92.503,1.822,92.532,2.323,845000.0,845.00,40212.30,14612.30,2.144,86.395,172.192,184.500,28.000,31.056,2.599,Neural
21,1.0500,2.482,2398.523,1.040,0.846,-92.334,2.419,92.369,2.562,845000.0,845.00,40198.44,14598.44,2.145,99.662,187.809,202.208,28.000,31.056,2.692,Neural
22,1.1000,2.508,2393.906,1.178,0.161,-92.384,3.101,92.436,3.105,845000.0,845.00,40184.59,14584.58,2.146,114.108,203.400,219.887,28.000,31.056,2.771,Neural
23,1.1500,2.498,2389.280,1.351,-0.576,-92.698,3.831,92.778,3.874,845000.0,845.00,40170.73,14570.73,2.147,129.730,218.965,237.537,28.000,31.056,2.840,Neural
24,1.2000,2.450,2384.631,1.561,-1.313,-93.305,4.558,93.426,4.744,845000.0,845.00,40156.87,14556.87,2.147,146.525,234.505,255.158,28.000,31.056,2.905,Neural
25,1.2500,2.367,2379.945,1.806,-1.985,-94.214,5.218,94.380,5.583,845000.0,845.00,40143.01,14543.01,2.148,164.482,250.019,272.749,28.000,31.056,2.977,Neural
26,1.3000,2.255,2375.205,2.080,-2.341,-95.395,5.652,95.591,6.117,845000.0,845.00,40129.16,14529.15,2.149,176.260,259.107,286.687,-28.000,-31.056,3.068,Neural
27,1.3500,2.151,2370.407,2.349,-1.777,-96.508,5.062,96.657,5.365,845000.0,845.00,40115.30,14515.30,2.150,157.729,242.599,268.004,-28.000,-31.056,3.185,Neural
28,1.4000,2.079,2365.560,2.584,-1.093,-97.336,4.358,97.439,4.493,845000.0,845.00,40101.44,14501.44,2.150,140.348,226.118,249.351,-28.000,-31.056,3.317,Neural
29,1.4500,2.043,2360.679,2.784,-0.360,-97.863,3.608,97.930,3.626,845000.0,845.00,40087.58,14487.58,2.151,124.205,209.664,230.729,-28.000,-31.056,3.453,Neural
30,1.5000,2.043,2355.778,2.945,0.364,-98.105,2.873,98.148,2.896,845000.0,845.00,40073.73,14473.72,2.152,109.302,193.237,212.138,-28.000,-31.056,3.585,Neural
31,1.5500,2.078,2350.872,3.072,1.030,-98.098,2.198,98.128,2.428,845000.0,845.00,40059.87,14459.87,2.153,95.637,176.838,193.578,-28.000,-31.056,3.709,Neural
32,1.6000,2.145,2345.971,3.167,1.608,-97.888,1.616,97.915,2.280,845000.0,845.00,40046.01,14446.01,2.153,83.209,160.465,175.048,-28.000,-31.056,3.825,Neural
33,1.6500,2.237,2341.086,3.235,2.078,-97.523,1.143,97.551,2.372,845000.0,845.00,40032.15,14432.15,2.154,72.017,144.119,156.549,-28.000,-31.056,3.934,Neural
34,1.7000,2.351,2336.221,3.283,2.436,-97.048,0.785,97.082,2.559,845000.0,845.00,40018.30,14418.29,2.155,62.057,127.801,138.080,-28.000,-31.056,4.038,Neural
35,1.7500,2.479,2331.382,3.316,2.682,-96.503,0.540,96.541,2.736,845000.0,845.00,40004.44,14404.44,2.155,53.328,111.509,119.642,-28.000,-31.056,4.140,Neural
36,1.8000,2.617,2326.572,3.339,2.826,-95.918,0.399,95.960,2.854,845000.0,845.00,39990.58,14390.58,2.156,45.830,95.244,101.234,-28.000,-31.056,4.242,Neural
37,1.8500,2.760,2321.791,3.357,2.881,-95.316,0.347,95.360,2.902,845000.0,845.00,39976.72,14376.72,2.157,39.559,79.006,82.857,-28.000,-31.056,4.346,Neural
38,1.9000,2.904,2317.040,3.375,2.863,-94.730,0.371,94.774,2.887,818748.9,818.75,39963.11,14363.10,2.091,34.506,63.067,64.817,-28.000,-31.056,4.452,Neural
39,1.9500,3.046,2312.317,3.395,2.801,-94.180,0.443,94.222,2.836,793311.9,793.31,39949.91,14349.91,2.026,30.632,47.842,47.680,-26.368,-28.907,4.561,Neural
40,2.0000,3.184,2307.621,3.419,2.746,-93.659,0.520,93.701,2.795,771691.1,771.69,39937.11,14337.11,1.972,27.841,34.032,32.503,-23.962,-25.831,4.672,Neural
41,2.0500,3.320,2302.951,3.447,2.702,-93.162,0.597,93.203,2.767,755662.0,755.66,39924.61,14324.61,1.931,26.022,21.363,18.826,-22.377,-23.853,4.786,Neural
42,2.1000,3.455,2298.305,3.479,2.663,-92.680,0.673,92.721,2.747,746251.6,746.25,39912.32,14312.32,1.908,25.100,9.417,6.061,-21.542,-22.826,4.903,Neural
43,2.1500,3.587,2293.682,3.515,2.627,-92.205,0.750,92.246,2.732,743927.6,743.93,39900.11,14300.11,1.903,25.036,-2.231,-6.336,-21.420,-22.676,5.022,Neural
44,2.2000,3.717,2289.083,3.554,2.592,-91.729,0.829,91.769,2.721,748752.3,748.75,39887.88,14287.88,1.916,25.823,-13.999,-18.890,-22.001,-23.387,5.143,Neural
45,2.2500,3.846,2284.510,3.597,2.554,-91.241,0.911,91.282,2.712,760425.6,760.43,39875.52,14275.51,1.946,27.488,-26.305,-32.130,-23.308,-25.006,5.266,Neural
46,2.3000,3.973,2279.960,3.645,2.510,-90.736,0.996,90.776,2.701,778206.1,778.21,39862.89,14262.89,1.992,30.095,-39.562,-46.617,-25.394,-27.643,5.392,Neural
47,2.3500,4.097,2275.436,3.697,2.457,-90.205,1.083,90.245,2.685,800749.6,800.75,39849.94,14249.94,2.050,33.741,-54.141,-62.940,-28.000,-31.056,5.518,Neural
48,2.4000,4.219,2270.940,3.753,2.436,-89.640,1.138,89.681,2.688,825855.2,825.86,39836.59,14236.59,2.115,38.528,-69.555,-80.394,-28.000,-31.056,5.646,Neural
49,2.4500,4.342,2266.473,3.810,2.485,-89.045,1.129,89.087,2.729,844929.2,844.93,39822.84,14222.84,2.165,44.496,-85.403,-98.340,-28.000,-31.056,5.776,Neural
50,2.5000,4.469,2262.035,3.864,2.622,-88.455,1.038,88.500,2.820,843992.6,843.99,39808.99,14208.99,2.163,51.668,-101.336,-116.381,-28.000,-31.056,5.908,Neural
51,2.5500,4.605,2257.627,3.912,2.860,-87.898,0.852,87.948,2.985,843107.0,843.11,39795.16,14195.17,2.162,60.041,-117.224,-134.373,-28.000,-31.056,6.043,Neural
52,2.6000,4.757,2253.245,3.948,3.210,-87.400,0.560,87.461,3.258,842317.3,842.32,39781.35,14181.35,2.161,69.613,-133.070,-152.317,-28.000,-31.056,6.182,Neural
53,2.6500,4.928,2248.885,3.966,3.675,-86.998,0.158,87.076,3.678,841679.5,841.68,39767.55,14167.55,2.160,80.380,-148.876,-170.215,-28.000,-31.056,6.326,Neural
54,2.7000,5.126,2244.543,3.962,4.251,-86.735,-0.352,86.839,4.266,841255.7,841.26,39753.75,14153.75,2.159,92.339,-164.646,-188.072,-28.000,-31.056,6.479,Neural
55,2.7500,5.355,2240.209,3.929,4.926,-86.655,-0.959,86.800,5.018,841108.6,841.11,39739.96,14139.96,2.160,105.488,-180.385,-205.894,-28.000,-31.056,6.642,Neural
56,2.8000,5.620,2235.873,3.865,5.670,-86.805,-1.639,87.006,5.903,841294.0,841.29,39726.18,14126.17,2.161,119.824,-196.097,-223.687,-28.000,-31.056,6.820,Neural
57,2.8500,5.923,2231.523,3.765,6.444,-87.225,-2.355,87.495,6.861,841854.4,841.85,39712.38,14112.38,2.163,135.345,-211.791,-241.458,-28.000,-31.056,7.018,Neural
58,2.9000,6.264,2227.146,3.629,7.191,-87.938,-3.054,88.284,7.812,842811.6,842.81,39698.57,14098.57,2.166,152.048,-227.474,-259.217,-28.000,-31.056,7.239,Neural
59,2.9500,6.640,2222.724,3.461,7.845,-88.943,-3.675,89.364,8.663,844157.8,844.16,39684.74,14084.74,2.171,169.915,-243.153,-276.971,-28.000,-31.056,7.488,Neural
60,3.0000,7.041,2218.247,3.270,7.938,-90.170,-3.688,90.594,8.752,845000.0,845.00,39670.89,14070.89,2.174,171.230,-245.885,-276.398,28.000,31.056,7.764,Neural
61,3.0500,7.423,2213.711,3.100,7.289,-91.224,-3.095,91.567,7.919,845000.0,845.00,39657.03,14057.03,2.174,153.459,-229.213,-257.520,28.000,31.056,8.044,Neural
62,3.1000,7.769,2209.129,2.962,6.544,-91.991,-2.403,92.254,6.971,845000.0,845.00,39643.17,14043.17,2.175,136.921,-212.568,-238.673,28.000,31.056,8.314,Neural
