step,time_s,posX_m,posY_m,posZ_m,velX_mps,velY_mps,velZ_mps,speed_mps,horizSpeed_mps,thrust_N,thrust_kN,mass_kg,fuel_kg,twr,tilt_deg,pitchRate_dps,yawRate_dps,gimbalX_deg,gimbalZ_deg,miss_m,controlMode
1,0.0500,0.000,1796.503,0.000,-0.014,-69.884,-0.001,69.884,0.014,462092.1,462.09,39592.41,13992.41,1.191,2.003,0.016,0.094,-0.543,0.674,0.000,Hybrid
2,0.1000,-0.001,1793.012,0.000,-0.027,-69.769,0.000,69.769,0.027,460464.5,460.46,39584.85,13984.85,1.187,2.010,0.000,0.191,0.548,0.700,0.001,Hybrid
3,0.1500,-0.003,1789.526,0.000,-0.040,-69.657,0.000,69.657,0.040,458870.6,458.87,39577.32,13977.32,1.183,2.022,0.000,0.290,-0.551,0.730,0.003,Hybrid
4,0.2000,-0.005,1786.046,0.000,-0.053,-69.547,0.001,69.547,0.053,457310.1,457.31,39569.81,13969.81,1.179,2.040,-0.016,0.393,0.551,0.762,0.005,Hybrid
5,0.2500,-0.008,1782.571,0.000,-0.066,-69.438,-0.003,69.438,0.066,455782.3,455.78,39562.33,13962.33,1.175,2.062,0.048,0.499,-0.549,0.798,0.008,Hybrid
6,0.3000,-0.012,1779.102,0.000,-0.078,-69.332,0.002,69.332,0.078,454286.8,454.29,39554.87,13954.87,1.172,2.090,-0.031,0.610,-0.582,0.837,0.012,Hybrid
7,0.3500,-0.016,1775.638,0.000,-0.091,-69.227,0.001,69.227,0.091,452823.0,452.82,39547.43,13947.43,1.168,2.124,-0.017,0.724,0.570,0.880,0.016,Hybrid
8,0.4000,-0.021,1772.179,0.000,-0.103,-69.124,-0.005,69.124,0.103,451391.0,451.39,39540.02,13940.02,1.165,2.163,0.066,0.844,0.619,0.927,0.021,Hybrid
9,0.4500,-0.027,1768.726,0.000,-0.115,-69.023,0.000,69.023,0.115,449990.0,449.99,39532.64,13932.64,1.161,2.209,0.001,0.969,-0.594,0.978,0.027,Hybrid
10,0.5000,-0.033,1765.277,0.000,-0.127,-68.923,0.006,68.923,0.128,448619.8,448.62,39525.27,13925.27,1.158,2.261,-0.085,1.100,-0.653,1.034,0.033,Hybrid
11,0.5500,-0.039,1761.833,0.000,-0.139,-68.825,0.000,68.825,0.139,447279.8,447.28,39517.93,13917.93,1.155,2.320,-0.001,1.237,0.620,1.094,0.039,Hybrid
12,0.6000,-0.047,1758.395,0.000,-0.151,-68.729,-0.006,68.729,0.152,445970.3,445.97,39510.61,13910.61,1.152,2.385,0.089,1.381,0.684,1.160,0.047,Hybrid
13,0.6500,-0.054,1754.960,0.000,-0.163,-68.634,-0.001,68.634,0.163,444690.6,444.69,39503.31,13903.31,1.149,2.459,0.019,1.533,-0.648,1.231,0.054,Hybrid
14,0.7000,-0.063,1751.531,0.000,-0.175,-68.541,0.005,68.541,0.175,443440.3,443.44,39496.03,13896.03,1.146,2.540,-0.074,1.694,-0.711,1.308,0.063,Hybrid
15,0.7500,-0.072,1748.106,0.000,-0.187,-68.449,0.003,68.449,0.187,442628.4,442.63,39488.77,13888.77,1.144,2.629,-0.039,1.863,0.684,1.392,0.072,Hybrid
16,0.8000,-0.082,1744.686,0.000,-0.199,-68.357,-0.004,68.358,0.199,442326.6,442.33,39481.52,13881.51,1.143,2.727,0.059,2.043,0.746,1.483,0.082,Hybrid
17,0.8500,-0.092,1741.271,0.000,-0.211,-68.266,-0.003,68.267,0.211,442037.1,442.04,39474.27,13874.27,1.143,2.834,0.041,2.234,-0.731,1.581,0.092,Hybrid
18,0.9000,-0.103,1737.860,0.000,-0.223,-68.176,0.005,68.176,0.223,441760.1,441.76,39467.02,13867.02,1.142,2.952,-0.063,2.438,-0.800,1.688,0.103,Hybrid
19,0.9500,-0.114,1734.453,0.000,-0.236,-68.085,0.002,68.086,0.236,441495.9,441.50,39459.78,13859.78,1.142,3.079,-0.022,2.654,0.792,1.804,0.114,Hybrid
20,1.0000,-0.126,1731.051,0.000,-0.248,-67.995,-0.007,67.995,0.248,441244.9,441.24,39452.55,13852.55,1.141,3.218,0.092,2.885,0.877,1.929,0.126,Hybrid
21,1.0500,-0.139,1727.654,0.000,-0.260,-67.905,0.002,67.906,0.260,441007.4,441.01,39445.31,13845.31,1.141,3.369,-0.024,3.132,-0.872,2.065,0.139,Hybrid
22,1.1000,-0.152,1724.261,0.000,-0.273,-67.815,0.002,67.816,0.273,440783.8,440.78,39438.09,13838.09,1.140,3.533,-0.025,3.396,0.894,2.213,0.152,Hybrid
23,1.1500,-0.166,1720.872,0.000,-0.286,-67.726,-0.004,67.727,0.286,440574.6,440.57,39430.86,13830.86,1.140,3.711,0.052,3.678,-0.927,2.373,0.166,Hybrid
24,1.2000,-0.181,1717.488,0.000,-0.298,-67.637,0.006,67.637,0.298,440380.5,440.38,39423.64,13823.64,1.140,3.903,-0.081,3.980,-1.023,2.547,0.181,Hybrid
25,1.2500,-0.196,1714.108,0.000,-0.311,-67.548,-0.004,67.548,0.311,440201.9,440.20,39416.42,13816.42,1.139,4.111,0.056,4.305,1.054,2.736,0.196,Hybrid
26,1.3000,-0.212,1710.733,0.000,-0.325,-67.459,0.002,67.460,0.325,440039.4,440.04,39409.21,13809.21,1.139,4.335,-0.030,4.652,-1.094,2.933,0.212,Hybrid
27,1.3500,-0.229,1707.363,0.000,-0.338,-67.370,0.000,67.371,0.338,439893.9,439.89,39401.99,13801.99,1.139,4.578,0.001,5.024,1.148,3.140,0.229,Hybrid
28,1.4000,-0.246,1703.996,0.000,-0.352,-67.281,-0.002,67.282,0.352,439766.1,439.77,39394.79,13794.79,1.139,4.840,0.033,5.422,-1.213,3.362,0.246,Hybrid
29,1.4500,-0.264,1700.635,0.000,-0.366,-67.193,0.005,67.194,0.366,439657.0,439.66,39387.58,13787.58,1.139,5.123,-0.071,5.847,1.283,3.601,0.264,Hybrid
30,1.5000,-0.282,1697.277,0.000,-0.381,-67.105,-0.008,67.106,0.381,439567.1,439.57,39380.37,13780.37,1.139,5.427,0.115,6.302,1.445,3.839,0.282,Hybrid
31,1.5500,-0.302,1693.924,0.000,-0.396,-67.016,0.006,67.017,0.396,439497.0,439.50,39373.16,13773.16,1.139,5.756,-0.081,6.783,-1.518,4.075,0.302,Hybrid
32,1.6000,-0.322,1690.575,0.000,-0.413,-66.928,-0.003,66.929,0.413,439448.0,439.45,39365.96,13765.96,1.139,6.109,0.044,7.294,1.597,4.324,0.322,Hybrid
33,1.6500,-0.343,1687.231,0.000,-0.430,-66.840,0.000,66.841,0.430,439420.8,439.42,39358.75,13758.75,1.139,6.488,-0.001,7.834,-1.689,4.584,0.343,Hybrid
34,1.7000,-0.365,1683.891,0.000,-0.449,-66.752,0.003,66.753,0.449,439416.3,439.42,39351.54,13751.54,1.139,6.895,-0.048,8.406,1.797,4.858,0.365,Hybrid
35,1.7500,-0.388,1680.556,0.000,-0.469,-66.664,-0.008,66.665,0.469,439435.5,439.44,39344.34,13744.34,1.140,7.332,0.106,9.011,-1.914,5.143,0.388,Hybrid
36,1.8000,-0.412,1677.225,0.000,-0.491,-66.575,0.012,66.577,0.491,439479.3,439.48,39337.13,13737.13,1.140,7.800,-0.171,9.650,-2.168,5.440,0.412,Hybrid
37,1.8500,-0.437,1673.899,0.000,-0.514,-66.487,-0.009,66.489,0.514,439548.1,439.55,39329.92,13729.92,1.140,8.301,0.124,10.324,2.293,5.747,0.437,Hybrid
38,1.9000,-0.464,1670.576,0.000,-0.540,-66.399,0.005,66.401,0.540,439642.9,439.64,39322.71,13722.71,1.141,8.837,-0.067,11.034,-2.426,6.062,0.464,Hybrid
39,1.9500,-0.491,1667.259,0.000,-0.567,-66.311,0.000,66.313,0.567,439765.1,439.77,39315.51,13715.51,1.141,9.409,0.002,11.782,2.582,6.385,0.491,Hybrid
40,2.0000,-0.520,1663.945,0.000,-0.597,-66.223,-0.005,66.225,0.597,439915.6,439.92,39308.30,13708.30,1.142,10.019,0.074,12.567,-2.763,6.712,0.520,Hybrid
41,2.0500,-0.551,1660.636,0.000,-0.630,-66.135,0.012,66.138,0.631,440095.0,440.10,39301.08,13701.08,1.142,10.670,-0.163,13.390,2.956,7.047,0.551,Hybrid
42,2.1000,-0.583,1657.332,0.000,-0.667,-66.046,-0.019,66.050,0.667,440304.4,440.30,39293.87,13693.87,1.143,11.363,0.263,14.254,3.330,7.438,0.583,Hybrid
43,2.1500,-0.618,1654.032,0.000,-0.705,-65.958,0.013,65.962,0.706,440320.9,440.32,39286.65,13686.65,1.143,12.101,-0.187,15.170,-3.495,7.902,0.618,Hybrid
44,2.2000,-0.654,1650.736,0.000,-0.748,-65.875,-0.007,65.879,0.748,433625.8,433.63,39279.49,13679.49,1.126,12.886,0.098,16.114,3.668,7.965,0.654,Hybrid
45,2.2500,-0.693,1647.444,0.000,-0.799,-65.801,0.000,65.806,0.799,426665.6,426.67,39272.45,13672.44,1.108,13.716,-0.001,17.005,-3.868,7.704,0.693,Hybrid
46,2.3000,-0.734,1644.156,0.000,-0.860,-65.738,0.008,65.744,0.860,419461.6,419.46,39265.52,13665.51,1.090,14.589,-0.107,17.837,4.095,7.435,0.734,Hybrid
47,2.3500,-0.779,1640.870,0.000,-0.931,-65.685,-0.016,65.692,0.931,412032.8,412.03,39258.70,13658.70,1.071,15.503,0.224,18.609,-4.331,7.160,0.779,Hybrid
48,2.4000,-0.827,1637.587,0.000,-1.011,-65.644,0.025,65.652,1.011,404396.8,404.40,39252.02,13652.02,1.051,16.453,-0.353,19.323,-4.840,6.882,0.827,Hybrid
49,2.4500,-0.880,1634.306,0.000,-1.100,-65.614,-0.017,65.623,1.100,396570.3,396.57,39245.46,13645.46,1.031,17.437,0.243,19.978,5.059,6.596,0.880,Hybrid
50,2.5000,-0.937,1631.025,0.000,-1.199,-65.596,0.009,65.607,1.199,388568.6,388.57,39239.03,13639.03,1.010,18.453,-0.126,20.577,-5.276,6.323,0.937,Hybrid
51,2.5500,-1.000,1627.745,0.000,-1.306,-65.591,0.000,65.604,1.306,380404.3,380.40,39232.73,13632.73,0.989,19.497,-0.001,21.122,5.516,6.052,1.000,Hybrid
52,2.6000,-1.068,1624.465,0.000,-1.421,-65.599,-0.010,65.614,1.421,372088.6,372.09,39226.57,13626.57,0.968,20.567,0.134,21.615,-5.784,5.778,1.068,Hybrid
53,2.6500,-1.142,1621.185,0.000,-1.545,-65.620,0.020,65.638,1.545,363383.5,363.38,39220.55,13620.55,0.945,21.660,-0.278,22.057,6.055,5.502,1.142,Hybrid
54,2.7000,-1.223,1617.903,0.000,-1.675,-65.655,-0.030,65.677,1.676,354248.3,354.25,39214.67,13614.67,0.922,22.774,0.426,22.449,6.649,5.233,1.223,Hybrid
55,2.7500,-1.310,1614.619,0.000,-1.813,-65.705,0.021,65.730,1.813,345039.8,345.04,39208.95,13608.95,0.898,23.906,-0.290,22.793,-6.868,4.973,1.310,Hybrid
56,2.8000,-1.404,1611.332,0.000,-1.957,-65.769,-0.010,65.798,1.957,335763.5,335.76,39203.38,13603.38,0.874,25.054,0.141,23.095,7.029,4.764,1.404,Hybrid
57,2.8500,-1.503,1608.043,0.000,-1.996,-65.825,-0.010,65.855,1.996,325884.1,325.88,39198.02,13598.03,0.848,26.258,0.146,24.874,0.073,20.000,1.503,Hybrid
58,2.9000,-1.604,1604.750,-0.001,-2.044,-65.889,-0.011,65.921,2.044,315152.5,315.15,39192.78,13592.78,0.820,27.549,0.152,26.597,0.083,20.000,1.604,Hybrid
59,2.9500,-1.708,1601.453,-0.001,-2.100,-65.969,-0.011,66.002,2.100,303672.8,303.67,39187.71,13587.71,0.791,28.924,0.159,28.236,0.093,20.000,1.708,Hybrid
60,3.0000,-1.814,1598.152,-0.002,-2.162,-66.065,-0.012,66.100,2.162,291469.7,291.47,39182.84,13582.84,0.759,30.379,0.166,29.789,0.103,20.000,1.814,Hybrid
61,3.0500,-1.924,1594.847,-0.002,-2.231,-66.178,-0.012,66.216,2.231,278561.5,278.56,39178.18,13578.18,0.725,31.909,0.173,31.252,0.114,20.000,1.924,Hybrid
62,3.1000,-2.037,1591.534,-0.003,-2.306,-66.310,-0.013,66.350,2.306,264961.8,264.96,39173.73,13573.73,0.690,33.510,0.181,32.620,0.126,20.000,2.037,Hybrid
63,3.1500,-2.155,1588.215,-0.004,-2.386,-66.461,-0.013,66.504,2.386,250684.8,250.68,39169.52,13569.52,0.653,35.176,0.189,33.891,0.138,20.000,2.155,Hybrid
64,3.2000,-2.276,1584.888,-0.004,-2.470,-66.633,-0.014,66.679,2.470,235742.7,235.74,39165.54,13565.54,0.614,36.904,0.198,35.062,0.150,20.000,2.276,Hybrid
65,3.2500,-2.402,1581.552,-0.005,-2.557,-66.826,-0.014,66.875,2.558,220145.9,220.15,39161.82,13561.82,0.574,38.686,0.207,36.128,0.162,20.000,2.402,Hybrid
66,3.3000,-2.532,1578.205,-0.006,-2.647,-67.041,-0.015,67.093,2.647,203902.9,203.90,39158.36,13558.35,0.531,40.520,0.215,37.088,0.174,20.000,2.532,Hybrid
67,3.3500,-2.666,1574.847,-0.006,-2.736,-67.278,-0.015,67.334,2.736,187021.4,187.02,39155.16,13555.16,0.487,42.398,0.223,37.939,0.187,20.000,2.666,Hybrid
68,3.4000,-2.805,1571.477,-0.007,-2.825,-67.539,-0.015,67.598,2.825,169508.2,169.51,39152.25,13552.25,0.442,44.316,0.231,38.677,0.199,20.000,2.805,Hybrid
69,3.4500,-2.949,1568.093,-0.008,-2.911,-67.823,-0.016,67.885,2.911,151370.2,151.37,39149.64,13549.64,0.394,46.267,0.239,39.299,0.211,20.000,2.949,Hybrid
70,3.5000,-3.096,1564.694,-0.009,-2.992,-68.131,-0.016,68.197,2.992,132615.1,132.62,39147.32,13547.32,0.346,48.247,0.246,39.803,0.223,20.000,3.096,Hybrid
71,3.5500,-3.248,1561.280,-0.010,-3.067,-68.463,-0.016,68.532,3.067,113252.0,113.25,39145.32,13545.32,0.295,50.248,0.252,40.187,0.234,20.000,3.248,Hybrid
72,3.6000,-3.403,1557.848,-0.010,-3.133,-68.819,-0.016,68.890,3.133,93292.0,93.29,39143.64,13543.65,0.243,52.265,0.257,40.447,0.244,20.000,3.403,Hybrid
73,3.6500,-3.561,1554.397,-0.011,-3.190,-69.199,-0.016,69.272,3.190,72749.6,72.75,39142.30,13542.30,0.190,54.291,0.260,40.580,0.254,20.000,3.561,Hybrid
74,3.7000,-3.722,1550.927,-0.012,-3.236,-69.598,-0.016,69.674,3.236,63807.0,63.81,39141.23,13541.23,0.166,56.321,0.263,40.610,0.263,20.000,3.722,Hybrid
75,3.7500,-3.885,1547.437,-0.013,-3.285,-70.000,-0.017,70.077,3.285,64659.4,64.66,39140.18,13540.18,0.169,58.353,0.265,40.635,0.271,20.000,3.885,Hybrid
76,3.8000,-4.050,1543.927,-0.014,-3.337,-70.403,-0.017,70.482,3.337,65514.0,65.51,39139.11,13539.11,0.171,60.385,0.268,40.664,0.280,20.000,4.050,Hybrid
77,3.8500,-4.218,1540.397,-0.015,-3.391,-70.806,-0.017,70.887,3.391,66371.0,66.37,39138.03,13538.03,0.173,62.419,0.271,40.698,0.288,20.000,4.218,Hybrid
78,3.9000,-4.389,1536.847,-0.015,-3.449,-71.210,-0.017,71.294,3.449,67230.5,67.23,39136.93,13536.93,0.175,64.455,0.275,40.738,0.295,20.000,4.389,Hybrid
79,3.9500,-4.563,1533.276,-0.016,-3.509,-71.615,-0.017,71.701,3.509,68092.8,68.09,39135.82,13535.82,0.178,66.493,0.278,40.782,0.303,20.000,4.563,Hybrid
80,4.0000,-4.740,1529.685,-0.017,-3.572,-72.022,-0.017,72.110,3.572,68958.2,68.96,39134.70,13534.70,0.180,68.534,0.282,40.831,0.310,20.000,4.740,Hybrid
81,4.0500,-4.921,1526.073,-0.018,-3.638,-72.430,-0.017,72.521,3.639,69826.8,69.83,39133.56,13533.56,0.182,70.577,0.286,40.884,0.317,20.000,4.921,Hybrid
82,4.1000,-5.104,1522.441,-0.019,-3.708,-72.839,-0.017,72.933,3.708,70699.0,70.70,39132.41,13532.41,0.184,72.623,0.290,40.943,0.324,20.000,5.104,Hybrid
83,4.1500,-5.291,1518.789,-0.020,-3.779,-73.250,-0.017,73.347,3.779,71575.0,71.57,39131.24,13531.24,0.187,74.672,0.294,41.006,0.330,20.000,5.291,Hybrid
84,4.2000,-5.482,1515.116,-0.020,-3.854,-73.662,-0.017,73.763,3.854,72455.0,72.45,39130.06,13530.06,0.189,76.724,0.298,41.074,0.336,20.000,5.482,Hybrid
85,4.2501,-5.677,1511.423,-0.021,-3.931,-74.077,-0.017,74.181,3.931,73339.2,73.34,39128.86,13528.86,0.191,78.780,0.303,41.147,0.341,20.000,5.677,Hybrid
86,4.3001,-5.875,1507.709,-0.022,-4.011,-74.493,-0.017,74.601,4.011,74227.9,74.23,39127.65,13527.65,0.194,80.839,0.307,41.225,0.346,20.000,5.875,Hybrid
87,4.3501,-6.078,1503.974,-0.023,-4.094,-74.911,-0.017,75.023,4.094,75121.4,75.12,39126.43,13526.43,0.196,82.903,0.312,41.308,0.351,20.000,6.078,Hybrid
88,4.4001,-6.285,1500.217,-0.024,-4.180,-75.332,-0.017,75.448,4.180,76281.4,76.28,39125.19,13525.19,0.199,84.970,0.317,41.396,0.355,20.000,6.285,Hybrid
89,4.4501,-6.496,1496.440,-0.025,-4.268,-75.755,-0.017,75.875,4.268,77468.3,77.47,39123.93,13523.93,0.202,87.043,0.322,41.490,0.359,20.000,6.496,Hybrid
