step,time_s,posX_m,posY_m,posZ_m,velX_mps,velY_mps,velZ_mps,speed_mps,horizSpeed_mps,thrust_N,thrust_kN,mass_kg,fuel_kg,twr,tilt_deg,pitchRate_dps,yawRate_dps,gimbalX_deg,gimbalZ_deg,miss_m,controlMode
1,0.0500,0.000,1796.503,0.000,-0.014,-69.888,-0.001,69.888,0.014,458968.0,458.97,39592.46,13992.46,1.183,2.003,0.016,0.094,-0.544,0.673,0.000,Hybrid
2,0.1000,-0.001,1793.011,0.000,-0.027,-69.777,0.000,69.777,0.027,457402.1,457.40,39584.95,13984.95,1.179,2.010,0.000,0.190,0.549,0.700,0.001,Hybrid
3,0.1500,-0.003,1789.525,0.000,-0.040,-69.669,0.000,69.669,0.040,455868.6,455.87,39577.47,13977.47,1.175,2.022,0.000,0.288,-0.552,0.729,0.003,Hybrid
4,0.2000,-0.005,1786.044,0.000,-0.053,-69.562,0.001,69.562,0.053,454367.0,454.37,39570.01,13970.01,1.172,2.039,-0.016,0.390,0.552,0.761,0.005,Hybrid
5,0.2500,-0.008,1782.569,0.000,-0.065,-69.457,-0.003,69.457,0.066,452896.6,452.90,39562.57,13962.57,1.168,2.062,0.048,0.496,-0.550,0.797,0.008,Hybrid
6,0.3000,-0.012,1779.099,0.000,-0.078,-69.354,0.002,69.354,0.078,451457.3,451.46,39555.16,13955.16,1.164,2.089,-0.031,0.605,-0.583,0.836,0.012,Hybrid
7,0.3500,-0.016,1775.633,0.000,-0.090,-69.253,0.001,69.253,0.090,450048.5,450.05,39547.77,13947.77,1.161,2.123,-0.017,0.719,0.571,0.879,0.016,Hybrid
8,0.4000,-0.021,1772.173,0.000,-0.103,-69.154,-0.005,69.154,0.103,448670.0,448.67,39540.41,13940.41,1.158,2.162,0.065,0.837,0.619,0.925,0.021,Hybrid
9,0.4500,-0.026,1768.718,0.000,-0.115,-69.056,0.000,69.056,0.115,447321.3,447.32,39533.06,13933.06,1.154,2.207,0.001,0.961,-0.595,0.976,0.026,Hybrid
10,0.5000,-0.032,1765.267,0.000,-0.127,-68.959,0.006,68.959,0.127,446002.0,446.00,39525.74,13925.74,1.151,2.259,-0.085,1.091,-0.654,1.031,0.032,Hybrid
11,0.5500,-0.039,1761.822,0.000,-0.139,-68.865,0.000,68.865,0.139,444712.0,444.71,39518.44,13918.44,1.148,2.317,-0.001,1.227,0.621,1.091,0.039,Hybrid
12,0.6000,-0.046,1758.381,0.000,-0.151,-68.772,-0.006,68.772,0.151,443450.7,443.45,39511.16,13911.16,1.145,2.382,0.088,1.370,0.684,1.156,0.046,Hybrid
13,0.6500,-0.054,1754.945,0.000,-0.162,-68.680,-0.001,68.680,0.162,442218.0,442.22,39503.90,13903.90,1.142,2.455,0.019,1.521,-0.649,1.226,0.054,Hybrid
14,0.7000,-0.062,1751.513,0.000,-0.174,-68.590,0.005,68.590,0.174,441014.2,441.01,39496.66,13896.66,1.139,2.535,-0.074,1.679,-0.711,1.303,0.062,Hybrid
15,0.7500,-0.071,1748.086,0.000,-0.186,-68.501,0.003,68.501,0.186,440252.7,440.25,39489.44,13889.44,1.137,2.624,-0.039,1.847,0.684,1.385,0.071,Hybrid
16,0.8000,-0.081,1744.663,0.000,-0.198,-68.413,-0.004,68.413,0.198,439995.2,440.00,39482.23,13882.22,1.137,2.721,0.059,2.025,0.746,1.475,0.081,Hybrid
17,0.8500,-0.091,1741.244,0.000,-0.210,-68.324,-0.003,68.325,0.210,439748.8,439.75,39475.02,13875.01,1.137,2.828,0.041,2.214,-0.731,1.572,0.091,Hybrid
18,0.9000,-0.102,1737.830,0.000,-0.222,-68.236,0.004,68.237,0.222,439513.7,439.51,39467.81,13867.81,1.136,2.944,-0.063,2.415,-0.799,1.678,0.102,Hybrid
19,0.9500,-0.114,1734.421,0.000,-0.234,-68.149,0.002,68.149,0.234,439290.2,439.29,39460.60,13860.60,1.136,3.070,-0.022,2.630,0.791,1.793,0.114,Hybrid
20,1.0000,-0.126,1731.015,0.000,-0.247,-68.061,-0.007,68.062,0.247,439078.9,439.08,39453.41,13853.41,1.135,3.208,0.091,2.858,0.875,1.917,0.126,Hybrid
21,1.0500,-0.138,1727.615,0.000,-0.259,-67.974,0.002,67.975,0.259,438879.9,438.88,39446.21,13846.21,1.135,3.358,-0.023,3.102,-0.870,2.051,0.138,Hybrid
22,1.1000,-0.151,1724.218,0.000,-0.272,-67.887,0.002,67.888,0.272,438693.7,438.69,39439.01,13839.01,1.135,3.520,-0.024,3.362,0.891,2.197,0.151,Hybrid
23,1.1500,-0.165,1720.826,0.000,-0.284,-67.800,-0.004,67.801,0.284,438520.9,438.52,39431.82,13831.83,1.135,3.695,0.051,3.641,-0.924,2.355,0.165,Hybrid
24,1.2000,-0.180,1717.438,0.000,-0.297,-67.714,0.006,67.714,0.297,438361.9,438.36,39424.64,13824.64,1.134,3.886,-0.080,3.940,-1.020,2.527,0.180,Hybrid
25,1.2500,-0.195,1714.054,0.000,-0.310,-67.627,-0.004,67.628,0.310,438217.5,438.22,39417.45,13817.45,1.134,4.091,0.056,4.260,1.050,2.713,0.195,Hybrid
26,1.3000,-0.211,1710.675,0.000,-0.323,-67.541,0.002,67.541,0.323,438088.1,438.09,39410.27,13810.27,1.134,4.314,-0.029,4.603,-1.088,2.910,0.211,Hybrid
27,1.3500,-0.227,1707.300,0.000,-0.337,-67.454,0.000,67.455,0.337,437974.6,437.97,39403.09,13803.09,1.134,4.554,0.001,4.970,1.142,3.113,0.227,Hybrid
28,1.4000,-0.245,1703.930,0.000,-0.350,-67.368,-0.002,67.369,0.350,437877.7,437.88,39395.91,13795.91,1.134,4.813,0.033,5.363,-1.206,3.333,0.245,Hybrid
29,1.4500,-0.262,1700.564,0.000,-0.365,-67.282,0.005,67.283,0.365,437798.0,437.80,39388.73,13788.73,1.134,5.093,-0.070,5.782,1.275,3.568,0.262,Hybrid
30,1.5000,-0.281,1697.202,0.000,-0.379,-67.196,-0.008,67.197,0.379,437736.7,437.74,39381.55,13781.55,1.134,5.394,0.113,6.231,1.435,3.808,0.281,Hybrid
31,1.5500,-0.300,1693.844,0.000,-0.395,-67.110,0.006,67.111,0.395,437694.3,437.69,39374.38,13774.38,1.134,5.718,-0.080,6.707,-1.508,4.042,0.300,Hybrid
32,1.6000,-0.321,1690.491,0.000,-0.411,-67.024,-0.003,67.025,0.411,437672.5,437.67,39367.20,13767.20,1.134,6.067,0.044,7.211,1.586,4.288,0.321,Hybrid
33,1.6500,-0.341,1687.142,0.000,-0.428,-66.938,0.000,66.939,0.428,437671.4,437.67,39360.02,13760.02,1.134,6.443,-0.001,7.745,-1.677,4.547,0.341,Hybrid
34,1.7000,-0.363,1683.797,0.000,-0.447,-66.852,0.003,66.853,0.447,437692.3,437.69,39352.84,13752.84,1.135,6.845,-0.048,8.310,1.783,4.817,0.363,Hybrid
