step,time_s,posX_m,posY_m,posZ_m,velX_mps,velY_mps,velZ_mps,speed_mps,horizSpeed_mps,thrust_N,thrust_kN,mass_kg,fuel_kg,twr,tilt_deg,pitchRate_dps,yawRate_dps,gimbalX_deg,gimbalZ_deg,miss_m,controlMode
1,0.0500,1.646,1796.412,12.959,7.049,-71.516,1.071,71.871,7.129,767822.9,767.82,40339.77,14739.77,1.942,3.298,-0.281,-0.280,-1.488,-1.483,13.064,Fuzzy
2,0.1000,1.997,1792.849,13.015,6.985,-71.041,1.134,71.392,7.077,761043.6,761.04,40327.25,14727.25,1.925,3.267,-0.553,-0.551,-1.482,-1.476,13.167,Fuzzy
3,0.1500,2.344,1789.308,13.073,6.923,-70.573,1.195,70.922,7.025,754386.8,754.39,40314.83,14714.83,1.909,3.218,-0.815,-0.812,-1.464,-1.459,13.281,Fuzzy
4,0.2000,2.689,1785.791,13.134,6.862,-70.114,1.255,70.460,6.976,747849.6,747.85,40302.52,14702.52,1.893,3.151,-1.064,-1.060,-1.435,-1.430,13.406,Fuzzy
5,0.2500,3.031,1782.297,13.198,6.804,-69.662,1.314,70.006,6.929,741428.6,741.43,40290.32,14690.32,1.878,3.066,-1.299,-1.295,-1.396,-1.391,13.542,Fuzzy
6,0.3000,3.370,1778.825,13.265,6.747,-69.218,1.370,69.560,6.885,735121.4,735.12,40278.22,14678.22,1.862,2.966,-1.520,-1.514,-1.349,-1.344,13.687,Fuzzy
7,0.3500,3.706,1775.375,13.335,6.693,-68.782,1.423,69.122,6.843,728925.6,728.93,40266.23,14666.23,1.847,2.851,-1.724,-1.717,-1.294,-1.289,13.840,Fuzzy
8,0.4000,4.039,1771.946,13.408,6.642,-68.353,1.474,68.691,6.804,722838.6,722.84,40254.33,14654.33,1.832,2.722,-1.911,-1.904,-1.232,-1.228,14.003,Fuzzy
9,0.4500,4.370,1768.539,13.483,6.594,-67.931,1.522,68.267,6.767,716858.3,716.86,40242.54,14642.54,1.817,2.580,-2.080,-2.073,-1.165,-1.160,14.173,Fuzzy
10,0.5000,4.698,1765.153,13.560,6.548,-67.516,1.567,67.851,6.733,710982.5,710.98,40230.84,14630.84,1.803,2.427,-2.232,-2.224,-1.091,-1.087,14.351,Fuzzy
11,0.5500,5.025,1761.787,13.639,6.506,-67.108,1.608,67.442,6.702,705209.4,705.21,40219.23,14619.23,1.789,2.264,-2.366,-2.357,-1.014,-1.009,14.535,Fuzzy
12,0.6000,5.349,1758.442,13.721,6.468,-66.707,1.646,67.040,6.674,699536.8,699.54,40207.72,14607.72,1.775,2.093,-2.482,-2.472,-0.932,-0.928,14.726,Fuzzy
13,0.6500,5.671,1755.117,13.804,6.432,-66.312,1.681,66.645,6.648,693963.0,693.96,40196.30,14596.30,1.761,1.914,-2.579,-2.569,-0.847,-0.843,14.923,Fuzzy
14,0.7000,5.992,1751.811,13.889,6.400,-65.925,1.712,66.257,6.626,688486.7,688.49,40184.98,14584.98,1.748,1.729,-2.658,-2.648,-0.759,-0.756,15.126,Fuzzy
15,0.7500,6.312,1748.524,13.975,6.372,-65.543,1.740,65.875,6.605,683106.2,683.11,40173.74,14573.74,1.735,1.538,-2.720,-2.709,-0.670,-0.666,15.334,Fuzzy
16,0.8000,6.630,1745.256,14.063,6.347,-65.168,1.764,65.500,6.588,677820.0,677.82,40162.59,14562.59,1.722,1.345,-2.764,-2.753,-0.578,-0.575,15.547,Fuzzy
17,0.8500,6.946,1742.007,14.151,6.326,-64.799,1.785,65.132,6.573,672626.7,672.63,40151.52,14551.52,1.709,1.148,-2.791,-2.780,-0.485,-0.482,15.764,Fuzzy
18,0.9000,7.262,1738.776,14.241,6.309,-64.437,1.802,64.770,6.561,667525.1,667.53,40140.54,14540.54,1.697,0.951,-2.801,-2.790,-0.391,-0.388,15.986,Fuzzy
19,0.9500,7.577,1735.564,14.331,6.294,-64.080,1.815,64.414,6.551,662513.9,662.51,40129.64,14529.64,1.684,0.753,-2.795,-2.784,-0.297,-0.294,16.211,Fuzzy
20,1.0000,7.892,1732.368,14.422,6.284,-63.730,1.825,64.065,6.543,657591.3,657.59,40118.83,14518.83,1.672,0.557,-2.774,-2.762,-0.203,-0.200,16.440,Fuzzy
21,1.0500,8.206,1729.190,14.514,6.276,-63.386,1.832,63.722,6.538,652756.3,652.76,40108.09,14508.09,1.660,0.363,-2.737,-2.725,-0.108,-0.106,16.673,Fuzzy
22,1.1000,8.519,1726.030,14.606,6.272,-63.047,1.835,63.385,6.535,648007.8,648.01,40097.43,14497.43,1.649,0.171,-2.686,-2.674,-0.015,-0.013,16.909,Fuzzy
23,1.1500,8.833,1722.886,14.697,6.272,-62.715,1.834,63.054,6.535,643344.4,643.34,40086.85,14486.85,1.637,0.000,-2.610,-2.598,0.749,0.749,17.147,Fuzzy
24,1.2000,9.147,1719.758,14.789,6.284,-62.388,1.822,62.730,6.543,638767.2,638.77,40076.34,14476.35,1.626,0.193,-2.430,-2.419,0.796,0.796,17.389,Fuzzy
25,1.2500,9.461,1716.647,14.879,6.297,-62.067,1.808,62.411,6.552,634273.2,634.27,40065.91,14465.91,1.615,0.357,-2.248,-2.237,0.834,0.833,17.633,Fuzzy
26,1.3000,9.777,1713.551,14.969,6.312,-61.751,1.792,62.099,6.562,629860.8,629.86,40055.55,14455.55,1.604,0.509,-2.066,-2.055,0.862,0.862,17.879,Fuzzy
27,1.3500,10.093,1710.472,15.059,6.329,-61.441,1.774,61.792,6.573,625528.4,625.53,40045.27,14445.27,1.594,0.647,-1.885,-1.874,0.883,0.882,18.128,Fuzzy
28,1.4000,10.410,1707.407,15.147,6.348,-61.137,1.755,61.490,6.586,621274.6,621.27,40035.05,14435.05,1.583,0.773,-1.706,-1.696,0.896,0.895,18.379,Fuzzy
29,1.4500,10.727,1704.358,15.234,6.367,-60.837,1.734,61.194,6.599,617097.8,617.10,40024.90,14424.90,1.573,0.887,-1.531,-1.521,0.902,0.901,18.632,Fuzzy
30,1.5000,11.046,1701.323,15.320,6.387,-60.543,1.713,60.903,6.613,612996.6,613.00,40014.82,14414.82,1.563,0.988,-1.360,-1.350,0.902,0.901,18.887,Fuzzy
31,1.5500,11.366,1698.304,15.405,6.408,-60.254,1.691,60.617,6.628,609065.8,609.07,40004.81,14404.81,1.553,1.077,-1.194,-1.185,0.896,0.895,19.145,Fuzzy
32,1.6000,11.687,1695.298,15.489,6.430,-59.969,1.669,60.336,6.643,605242.4,605.24,39994.86,14394.86,1.544,1.155,-1.034,-1.025,0.885,0.884,19.404,Fuzzy
33,1.6500,12.009,1692.307,15.572,6.452,-59.689,1.646,60.059,6.659,602555.3,602.56,39984.96,14384.96,1.537,1.222,-0.880,-0.871,0.870,0.869,19.665,Fuzzy
34,1.7000,12.332,1689.329,15.654,6.474,-59.412,1.623,59.786,6.675,599899.9,599.90,39975.11,14375.11,1.531,1.278,-0.733,-0.725,0.851,0.849,19.928,Fuzzy
35,1.7500,12.657,1686.365,15.735,6.497,-59.138,1.599,59.516,6.691,597275.6,597.28,39965.30,14365.29,1.525,1.324,-0.592,-0.585,0.828,0.826,20.193,Fuzzy
36,1.8000,12.982,1683.415,15.814,6.519,-58.868,1.576,59.249,6.707,594682.2,594.68,39955.53,14355.53,1.519,1.361,-0.459,-0.452,0.801,0.800,20.460,Fuzzy
37,1.8500,13.309,1680.479,15.892,6.541,-58.600,1.553,58.985,6.723,592119.0,592.12,39945.80,14345.80,1.512,1.388,-0.334,-0.327,0.773,0.771,20.729,Fuzzy
38,1.9000,13.636,1677.555,15.969,6.563,-58.336,1.530,58.724,6.739,589585.9,589.59,39936.12,14336.12,1.506,1.407,-0.216,-0.209,0.742,0.740,20.999,Fuzzy
39,1.9500,13.965,1674.645,16.045,6.584,-58.075,1.508,58.466,6.755,587081.9,587.08,39926.47,14326.47,1.500,1.417,-0.105,-0.099,0.709,0.707,21.271,Fuzzy
40,2.0000,14.295,1671.748,16.120,6.605,-57.817,1.486,58.212,6.770,584607.3,584.61,39916.87,14316.87,1.494,1.420,-0.003,0.003,0.674,0.673,21.545,Fuzzy
